id,name,citations
55950204500,Kozioł Antoni,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=55950204500&origin=inward
23393318200,Kozierkiewicz Adrianna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=23393318200&origin=inward
7003822201,Piasecki Andrzej,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=7003822201&origin=inward
6603460479,Żymańczyk-Duda Ewa,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6603460479&origin=inward
34875910500,Zielony Eunika,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=34875910500&origin=inward
8502904600,Ciźman Agnieszka,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=8502904600&origin=inward
7004385346,Polak Adam G.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=7004385346&origin=inward
7003330792,Chyla Antoni T.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=7003330792&origin=inward
6701408322,Wojciechowska Agnieszka,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6701408322&origin=inward
56305470100,Noworyta Andrzej,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=56305470100&origin=inward
55898531800,Komorowska MaŁgorzata,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=55898531800&origin=inward
36117472100,Bazylińska Urszula,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=36117472100&origin=inward
8278525100,Bauer Joanna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=8278525100&origin=inward
7004056403,Szostak Maciej Magdalena,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=7004056403&origin=inward
6603902023,Dobierzewska-Mozrzymas Ewa,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6603902023&origin=inward
6602899669,Zylka Pawel,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=6602899669&origin=inward
