id,label,department,orcid,disciplines,publications,citations,impact_factor,supervisorships
047146,Lech Śliwowski,W02,Nieznane,[],120,2,0,2
000679,Józef Adamowski,W02,Nieznane,[],150,5,0,0
344143,Tomasz Oleszkiewicz,W02,Nieznane,[],9,0,0,0
346189,Marek Czerwiński,W04,Nieznane,[],25,1,3.507,0
105154,Zbigniew S. Kowalski,W13,0000-0001-6220-2562,['matematyka'],50,43,4.116,1
141521,Czesław Michalik,W04,Nieznane,[],126,0,0,0
057501,Włodzimierz Wolski,W04,Nieznane,[],128,0,0,0
027382,Zygmunt Langowski,W04,Nieznane,[],139,2,0,0
296904,Witold Papierniak,W04,Nieznane,[],64,0,0,0
351288,Maciej Łabik,W10,Nieznane,[],15,0,0,0
229672,Kazimierz Maga,W10,Nieznane,[],45,0,0,0
362480,Agnieszka Potocka,W08,Nieznane,[],10,0,0,0
064439,Janusz Zymonik,W08,Nieznane,[],157,0,0,0
361984,Ewa Muciek,W08,Nieznane,[],9,0,0,0
015534,Janusz Halawa,W04,Nieznane,[],131,3,1.296,7
021663,Scholastyka Kuczkowska,W03,Nieznane,[],224,13,2.274,0
050083,Ewa Sikorska-Sobiegraj,W03,Nieznane,[],75,4,1.229,0
419720,Joanna Koralewska,W03,Nieznane,[],75,71,11.373,0
079059,Alicja Waligóra,W03,Nieznane,[],84,0,0,0
062228,Jerzy Zabrzeski,W09,Nieznane,[],174,20,1.384,2
013527,Józef Głuszek*,W03,Nieznane,[],177,25,4.780,2
353280,Magdalena Nawrocka,W11,Nieznane,[],15,0,3.695,0
424650,Marcin Szpulak,W11,Nieznane,[],74,406,49.790,0
147251,Dorota Jacak,W11,Nieznane,[],35,54,12.378,0
032399,Marek Miernik,W10,Nieznane,[],103,2,0.639,2
345854,Andrzej Lewandowski,W04,Nieznane,[],42,3,0,0
047953,Mirosław Szymanowski,W04,Nieznane,[],179,0,0,0
057567,Edward Wanat,W04,Nieznane,[],65,0,0,0
359963,Bogdan Miazga,W04,Nieznane,[],53,0,0,0
402560,Tomasz Rogowski,W04,Nieznane,[],37,0,0.308,0
361791,Anna Birecka,W04,Nieznane,[],19,0,0,0
131906,Krzysztof Rozwalka,W04,Nieznane,[],61,0,0,0
109372,Zbigniew Siwek,W04,Nieznane,[],136,0,0,0
040907,Andrzej Pacześniak,W04,Nieznane,[],69,0,0,0
041494,Jan Poręba,W04,Nieznane,[],102,0,0,0
262727,Roman Kinda,W04,Nieznane,[],79,0,0,0
000947,Daniel J. Bem,AC,Nieznane,[],693,38,0,21
060200,Ryszard Wroczyński,W04,Nieznane,[],129,3,0,0
248411,Czesław Kupczyk,W04,Nieznane,[],21,0,0,0
801532,Marcin Smereka,Nieznane,Nieznane,[],10,0,1.425,0
105024,Barbara Juroszek,W11,Nieznane,[],115,10,1.800,0
017046,Krzysztof Jellonek,W11,Nieznane,[],105,1,0,0
047685,Marek Sozański,W07,Nieznane,[],123,0,0,0
359996,Piotr Pazdan,W07,Nieznane,[],37,0,0,0
038751,Bronisław Pilawski,W08,Nieznane,[],151,0,0,18
361296,Agnieszka Isańska-Ćwiek,W07,Nieznane,[],36,1,0.427,0
012030,Józef Goliński,W03,Nieznane,[],102,0,0,5
002170,Danuta Brydak-Jeżowiecka,W07,Nieznane,[],96,1,0,0
023119,Eugeniusz Korejwo,W05,Nieznane,[],110,1,0,0
362929,Mariusz Stosur,W05,Nieznane,[],21,0,0,0
361423,Marek Jaworski,W05,0000-0002-6537-050X,"['automatyka', 'elektronika i elektrotechnika']",84,8,0,0
801047,Wojciech Okraszewski,Nieznane,Nieznane,[],10,0,0,0
414100,Marcin Wiącek,W10,Nieznane,[],7,0,0,0
064246,Henryk Żebrowski,W10,Nieznane,[],299,2,0,12
800138,Tomasz Choroszy,Nieznane,Nieznane,[],13,0,0,0
122544,Franciszek Knop,W07,Nieznane,[],135,16,0.796,0
133980,Janusz Robaszkiewicz,W07,Nieznane,[],96,2,0,0
801020,Wojciech Kołodziejczyk,Nieznane,0000-0002-7754-8969,[],5,0,6.731,0
028686,Aleksandra Lewanowicz,W03,Nieznane,[],80,53,16.650,0
111733,Tomasz Janta,W05,0000-0002-3381-1219,[],87,0,0,0
057523,Bogumił Węgliński,W05,Nieznane,[],221,67,3.915,1
402050,Elżbieta Gawin,W10,Nieznane,[],16,0,0,0
014917,Jacek Grajnert,W10,Nieznane,[],168,1,0,0
229854,Józef Augustynowicz,W10,Nieznane,[],209,6,0,0
405170,Radosław Pasiok,W02,Nieznane,[],8,0,0.383,0
405930,Jacek Pyra,W02,Nieznane,[],8,0,0,0
043962,Ryszard Rogala,W02,Nieznane,[],215,1,0,12
055657,Wojciech Traczewski,W02,Nieznane,[],65,0,0,0
062325,Stefan Zaremba,W02,Nieznane,[],114,0,0,0
305686,Tadeusz Kowalczyk,W02,Nieznane,[],26,0,0,0
019547,Andrzej Kożuchowski,W02,Nieznane,[],85,0,0,0
362015,Mirosław Jaśkiewicz,W02,Nieznane,[],6,0,0,0
026828,Marian Kowalczyk,W02,Nieznane,[],179,0,0,0
059615,Helena Wasilewska,W08,Nieznane,[],72,0,0,0
341623,Zofia Kruczkiewicz,W04,Nieznane,[],61,0,0.302,0
215798,Krystyna Latuszek,W05,Nieznane,[],15,0,0,0
350834,Roman Kramarski,W05,Nieznane,[],32,1,0,0
047157,Konrad Schoepp,W05,Nieznane,[],146,2,0,4
062239,Piotr Zieliński,W05,Nieznane,[],84,1,0,0
082480,Stanisław Kania,W02,Nieznane,[],125,1,0,0
800772,Kisangiri Michael,Nieznane,Nieznane,[],8,0,0,0
348783,Krzysztof Skura,W10,Nieznane,[],46,3,0,0
404920,Maciej Nawrocki,W04,Nieznane,[],44,6,0,0
038944,Marian Persona,W02,Nieznane,[],189,0,0,0
246385,Eugenia Horak,W03,Nieznane,[],21,0,0,0
902016,Mirosław Stępień,Nieznane,Nieznane,[],1,0,0,0
003333,Jadwiga Bogdan,W08,Nieznane,[],57,0,0,0
005964,Ryszard Czoch,W01,Nieznane,[],70,11,0.656,0
415120,Anna Jurek,W10,Nieznane,[],10,0,0,0
424600,Marcin Gomułkiewicz,W11,Nieznane,[],11,1,2.936,0
023874,Leszek Konarzewski,W01,Nieznane,[],55,0,0,0
416290,Robert Kapłon,W08,0000-0003-0916-0548,[],18,3,2.783,0
356409,Krzysztof Kawa,W08,Nieznane,[],9,0,0.515,0
900966,Piotr Kania,Nieznane,Nieznane,[],1,0,0.515,0
404220,Robert Fabiański,W03,Nieznane,[],8,14,14.334,0
902038,Bartosz Porosiński,Nieznane,Nieznane,[],1,0,0,0
902554,Rafał Rogoza,Nieznane,Nieznane,[],1,0,0,0
900023,Bartosz Adamiak,Nieznane,Nieznane,[],1,0,0,0
431090,Krzysztof Wincza,W04,Nieznane,[],54,31,19.421,0
800863,Piotr Jurkiewicz,W11,0000-0002-7823-8962,[],6,0,7.359,0
016786,Eugeniusz Jagoszewski,W11,Nieznane,[],101,16,5.383,7
279729,Jacek Radojewski,W12,0000-0003-3994-1759,"['automatyka', 'elektronika i elektrotechnika']",194,150,17.624,0
034102,Małgorzata Kramkowska,W12,Nieznane,[],104,358,15.591,0
279730,Stanisław Łasisz,W12,Nieznane,[],74,0,4.011,0
415310,Tomasz Zawada,W12,Nieznane,[],46,0,5.357,0
120957,Andrzej Kołtuniewicz,W03,0000-0002-0304-280X,[],163,254,15.056,3
012212,Włodzimierz Greblicki,W04,Nieznane,[],187,634,15.834,6
349364,Krzysztof Gil,W04,Nieznane,[],14,0,0,0
127680,Maria Kucharska-Zoń,W03,Nieznane,[],18,10,3.071,0
057846,Walter Wojciechowski,W03,Nieznane,[],244,381,13.506,23
005890,Witold Charewicz,W03,Nieznane,[],260,627,11.244,5
136655,Jan Winter,W02,Nieznane,[],252,5,0,0
111421,Andrzej Miecznikowski,W03,Nieznane,[],55,59,0.492,0
136666,Janusz Pieńkowski,W04,Nieznane,[],80,18,0.432,0
400100,Sławomir Sambor,PRD,0000-0002-6659-8768,['informatyka techniczna i telekomunikacja'],60,7,0.432,0
008275,Jan Duchiewicz,W04,Nieznane,[],246,0,0,0
111164,Andrzej L. Dobrucki,W04,Nieznane,[],145,4,0,0
052012,Andrzej Sadowski,W04,Nieznane,[],50,4,0,0
425000,Adam Kutynia,W04,Nieznane,[],7,0,0,0
050834,Andrzej E. Sowa,W04,Nieznane,[],123,11,1.082,0
359758,Radosław Napiórkowski,W07,Nieznane,[],10,0,0,0
141424,Marek Kopiński,W02,Nieznane,[],48,0,0,0
047696,Jan Stanisławski,W04,Nieznane,[],76,0,0,0
234140,Andrzej Jarząbek,W04,Nieznane,[],33,2,0,0
016485,Stefan Indyka,W04,Nieznane,[],20,0,0,0
043928,Janusz Renowski,W04,Nieznane,[],113,1,0,8
800333,Tomasz Habrat,W04,Nieznane,[],43,0,0,0
424510,Andrzej Kozik,W04,Nieznane,[],47,12,2.640,0
800523,Marcin Winczaszek,Nieznane,Nieznane,[],17,0,0.402,0
403750,Maciej Lichtenstein,W04,Nieznane,[],42,177,4.376,0
075574,Helena Machnikowska,W03,Nieznane,[],126,274,17.894,0
004905,Anna Jankowska,W03,Nieznane,[],183,95,11.294,0
047027,Teresa Siemieniewska,W06,Nieznane,[],261,215,14.075,5
284941,Elżbieta Broniek,W03,0000-0002-7380-5788,['nauki chemiczne'],140,234,24.134,0
248347,Elżbieta Kaczmarek,PRN,Nieznane,[],4,0,0,0
247634,Maria Marks,PRN,Nieznane,[],4,0,0,0
066907,Józef Grabowski,W04,Nieznane,[],177,427,4.213,5
352278,Wojciech Thomas,W08,Nieznane,[],14,1,0,0
019354,Tadeusz Kozaczewski,W01,Nieznane,[],59,0,0,0
017013,Bogdan Jankowski,W12,Nieznane,[],44,13,0,0
047094,Mirosław Szreter,W12,Nieznane,[],115,0,0,0
419100,Wojciech Kośnikowski,W12,Nieznane,[],15,0,2.455,0
278748,Urszula Foks,W12,Nieznane,[],38,0,0,0
278696,Maria Depka,W12,Nieznane,[],25,0,0,0
008145,Stanisław Dmitruk,W06,Nieznane,[],152,2,0,6
058902,Henryk Wojtkiewicz,W06,Nieznane,[],91,0,0,0
018607,Sławomir Jerzak,W06,Nieznane,[],637,0,0,0
205742,Jerzy Romanowski,W03,Nieznane,[],77,0,0,0
056315,Wanda Meissner,W03,Nieznane,[],102,139,9.770,0
039215,Aleksy Pasternak,W03,Nieznane,[],292,15,1.722,0
051688,Jolanta Radwańska,W03,Nieznane,[],29,0,0,0
057363,Stanisław Witek,W03,Nieznane,[],398,447,21.798,12
064291,Danuta Żuchowska,W03,Nieznane,[],261,124,10.980,5
042293,Andrzej Puszyński,W03,Nieznane,[],140,46,0.296,0
013817,Andrzej Gągała,W03,Nieznane,[],23,0,0,0
021715,Antonina Rachwał,W03,Nieznane,[],14,0,0,0
044619,Jerzy Rachwał,W03,Nieznane,[],15,0,0,0
403300,Klara Dyczkowska*,W08,Nieznane,[],4,0,0,0
033422,Barbara Musiołowska,W04,Nieznane,[],24,0,0,0
031341,Andrzej Muciek,PRD,Nieznane,[],127,49,1.592,1
008695,Wojciech Durzyński,W02,Nieznane,[],40,0,0,0
046853,Rafał Szafran,W05,Nieznane,[],119,0,0,0
041096,Gryzelda Poźniak,W03,Nieznane,[],215,632,35.547,0
402150,Beata Domagalska,W03,Nieznane,[],38,21,13.861,0
345616,Barbara Matuszewska,W03,Nieznane,[],15,0,0,0
800789,Rajmund K. Kiełczyński,Nieznane,Nieznane,[],10,0,1.752,0
031590,Halina Martyniuk,W03,Nieznane,[],119,9,2.597,0
010283,Grażyna Dacko,W04,Nieznane,[],44,1,0,0
900408,Marcin Doczekalski,Nieznane,Nieznane,[],2,0,0,0
005801,Olgierd Czerner,W01,Nieznane,[],93,0,0,6
019923,Leokadia Kucharska,W02,Nieznane,[],143,30,0,3
413780,Michał Tyc,W11,Nieznane,[],27,6,4.456,0
356733,Marcin Just,W11,Nieznane,[],12,3,2.192,0
031073,Edmund Motyl,W05,Nieznane,[],140,124,4.702,1
206455,Eugeniusz Rucki,W05,Nieznane,[],13,0,0,0
401700,Krzysztof Maruszewski,W10,Nieznane,[],94,308,66.320,2
350823,Piotr Sitko,W11,Nieznane,[],27,34,27.011,0
403290,Ewa Szpunar-Huk,W08,Nieznane,[],9,1,0,0
115940,Karol Pesz,W03,Nieznane,[],42,13,5.172,0
351846,Krzysztof Jaszczak,W05,Nieznane,[],21,0,0.550,0
356012,Bogusław Wiewiórko,W10,Nieznane,[],42,0,0,0
012115,Zbigniew Golubski,W03,Nieznane,[],60,61,0,0
400090,Marcin W. Bielenin,W04,Nieznane,[],20,4,0,0
008974,Stanisław Długosz,W11,Nieznane,[],70,0,0,0
001382,Andrzej Bochenek,W12,Nieznane,[],137,11,1.926,0
016407,Barbara Bober,W12,Nieznane,[],54,22,0.881,0
333703,Artur Kozłowski,W03,Nieznane,[],26,0,0,0
059046,Andrzej A. Wajda,W06,Nieznane,[],111,0,0,0
295923,Józef Sawicki,W06,Nieznane,[],68,0,0,2
011770,Wiesław Frankiewicz,W06,Nieznane,[],62,3,0,0
031133,Aureliusz Mikłaszewski,W06,Nieznane,[],61,0,0,0
118541,Tomasz Wójcik,PRD,Nieznane,[],39,0,0,0
345047,Bianka Lewandowska,PRD,Nieznane,[],13,0,0,0
037327,Wiesław Oświęcimski,W10,Nieznane,[],63,0,0,0
035633,Marian Nowak,W10,0000-0003-0644-7113,[],249,1,0,2
047469,Jan Szpil,W10,Nieznane,[],32,0,0,0
008190,Henryk Dąbrowski,W10,Nieznane,[],66,0,0,0
003399,Andrzej Bełzowski,W10,Nieznane,[],109,11,0,0
044783,Zdzisław Rechul,W10,Nieznane,[],41,4,0,0
146355,Jan Stasieńko,W10,Nieznane,[],36,5,0,0
410490,Aleksandra Sambor,W07,0000-0002-1904-5415,"['inżynieria środowiska', 'górnictwo i energetyka']",20,1,0,0
002200,Krzysztof Bartoszewski,W07,Nieznane,[],268,5,0,3
357950,Wioletta Ziaja,W07,Nieznane,[],6,0,0,0
030177,Mieczysław Mieczyński,W09,Nieznane,[],130,1,0,9
047715,Zdzisław Sysak,W09,Nieznane,[],107,8,1.009,0
032407,Anna Krawczyk,W09,Nieznane,[],18,0,0,0
047447,Jerzy Szarynger,W09,Nieznane,[],69,1,0,0
405980,Stefan Reszewski,W09,0000-0002-4887-647X,"['inżynieria środowiska', 'górnictwo i energetyka']",52,1,0,0
046767,Jerzy Stańda,W09,Nieznane,[],213,3,0,12
404250,Janusz Blachura,W09,Nieznane,[],25,0,0,0
031329,Ryszard Miller,W09,Nieznane,[],236,117,1.584,4
361995,Anna Motylska-Kuźma,W08,Nieznane,[],11,0,0,0
062778,Jerzy Zygadło,W08,Nieznane,[],44,0,0,0
002802,Grażyna Beensh-Marchwicka,W12,Nieznane,[],138,94,4.406,0
037372,Stanisław Osadnik,W12,Nieznane,[],127,35,4.571,1
030263,Michał Moraw,W12,Nieznane,[],122,12,3.522,2
015459,Andrzej Hałas,W12,Nieznane,[],116,5,0,8
023896,Czesław Kirczuk,W12,Nieznane,[],79,1,0,0
147079,Andrzej Detka,W04,Nieznane,[],86,1,0.291,0
231055,Krystyna Szylhabel,PRN,Nieznane,[],19,0,0,0
004864,Grażyna Wiśniewska,W07,Nieznane,[],92,18,2.833,0
021306,Grażyna Kmieć,W07,Nieznane,[],107,22,0.115,0
346673,Waldemar Sradomski,W10,0000-0003-3180-3247,[],47,0,0.340,0
022655,Zbigniew Korzeń,W10,Nieznane,[],282,3,0,6
230825,Krystyna Haimann,W10,Nieznane,[],99,74,8.786,0
011219,Stanisław Frydman,W10,Nieznane,[],67,21,0.855,0
354350,Kazimierz Koniarek,W10,Nieznane,[],8,0,0,0
011305,Józef Ferenc,W02,Nieznane,[],51,0,0,0
058816,Józef Woźniak,W06,Nieznane,[],146,1,0,0
352148,Paweł P. Zając,W06,Nieznane,[],24,1,0,0
049614,Izyda Sozańska,W08,Nieznane,[],71,0,0,0
415500,Agnieszka Prusiewicz,W08,Nieznane,[],61,41,1.782,0
902030,Marek Moi,Nieznane,Nieznane,[],4,0,0,0
027434,Mieczysław Lech,W09,Nieznane,[],148,2,1.319,1
035730,Jerzy J. Nowak,W11,Nieznane,[],105,84,9.680,2
006376,Jerzy Czerwonko,W11,Nieznane,[],88,156,5.627,12
030304,Grażyna Mulak,W11,Nieznane,[],46,8,2.132,1
035655,Edmund Nowakowski,W07,Nieznane,[],376,2,0,0
047726,Jan Syposz,W07,Nieznane,[],108,5,0,9
146719,Janusz Rębielak,W01,Nieznane,[],162,2,0,4
146816,Barbara Kułakowska-Pawlak,W03,Nieznane,[],74,51,14.484,0
049443,Andrzej Saj,W08,Nieznane,[],130,0,0,0
030966,Maksymilian Pająk,W03,Nieznane,[],234,42,3.470,11
801121,Bartosz Kurczewski,Nieznane,Nieznane,[],11,0,1.305,0
051956,Wojciech Skrzypiński,W03,Nieznane,[],152,18,3.161,0
021050,Andrzej Kołek,W03,0000-0001-8609-0446,[],92,7,2.151,0
309600,Andrzej Radzio,PRD,Nieznane,[],7,0,0,0
401500,Cezary Olbromski,PRD,Nieznane,[],7,0,0,0
283614,Piotr Madejski,PRD,Nieznane,[],23,0,0,0
033024,Narcyz Malinowski*,W02,Nieznane,[],182,0,0,0
065120,Jerzy Borowiec,W04,Nieznane,[],87,2,0,0
800033,Tomasz Zych,W03,Nieznane,[],9,0,3.761,0
023766,Jerzy Kotowski,W04,Nieznane,[],161,27,1.856,3
121046,Janusz Kaczmarek,W02,Nieznane,[],96,0,0,0
046541,Jeremi Sieczkowski,W02,Nieznane,[],165,0,0,7
134358,Ewa Marcinkowska,W02,Nieznane,[],89,7,1.530,2
031147,Zbigniew Marcinkowski,W02,Nieznane,[],78,0,0,0
146010,Janusz Zaleski,W09,0000-0002-3372-4588,"['inżynieria środowiska', 'górnictwo i energetyka']",186,15,0,2
147024,Jacek Stypułkowski,W02,Nieznane,[],4,0,0,0
009568,Tomasz B. Dałkowski,W06,0000-0003-2321-8830,"['inżynieria środowiska', 'górnictwo i energetyka']",118,0,0,0
355806,Jarosław Jaroński,W11,Nieznane,[],34,89,8.145,0
019161,Bohdan Karabon,W03,Nieznane,[],126,14,0,6
800199,Rafał Dylewicz,Nieznane,Nieznane,[],30,0,4.773,0
351415,Krystyna Dubel,W01,Nieznane,[],51,0,0,2
801163,Anna Pelczarska,Nieznane,Nieznane,[],5,0,0,0
335318,Małgorzata Bąkowska,W01,Nieznane,[],34,0,0,0
055583,Barbara Teisseyre,W06,Nieznane,[],50,1,0,0
078164,Jerzy Cygan,W06,Nieznane,[],112,0,0,0
216984,Krzysztof Czerski,W06,Nieznane,[],70,0,0,0
340956,Przemysław Kobylański,W11,Nieznane,[],43,56,2.744,0
402680,Piotr Łabno,W04,Nieznane,[],18,0,0,0
350641,Tomasz Rutkowski,W04,0000-0002-4259-4121,[],41,0,1.404,0
013754,Ryszard Gałąź,W10,Nieznane,[],115,0,0,0
032032,Jerzy Marcinkowski,W10,Nieznane,[],87,0,0,8
360444,Rafał Kawecki,W05,Nieznane,[],16,0,0,0
019978,Kazimierz Kujawiński,W02,Nieznane,[],148,0,0,0
040859,Piotr Pietraszek,W02,Nieznane,[],84,3,0,0
012762,Lucyna Górska,W03,Nieznane,[],59,6,1.464,0
038795,Zbigniew Pohl,W05,Nieznane,[],263,6,0.604,4
012063,Andrzej Grudziński,W01,Nieznane,[],24,0,0,4
362736,Ireneusz Surówka,W05,Nieznane,[],34,0,0,0
012728,Andrzej Grzegorczyk,W07,Nieznane,[],80,0,0,0
115939,Stanisław Januszewski,W01,Nieznane,[],185,0,0,0
219864,Franciszek Ruszel,W07,Nieznane,[],132,2,0,0
801477,Rafał Spławski,Nieznane,Nieznane,[],5,0,0,0
090678,Ryszard Śnieżyk,W07,Nieznane,[],176,0,0,0
418160,Monika Rdzak,W07,Nieznane,[],22,1,0,0
030229,Przemysław Mastalerz,W03,Nieznane,[],223,1122,0,12
440940,Anna Krasowska*,W03,Nieznane,[],61,124,36.264,0
094443,Wiesław Białas,W11,Nieznane,[],29,20,2.412,0
284769,Iwona Wereszczako-Zielińska,W03,Nieznane,[],37,0,9.879,0
012739,Jerzy Grzechowiak,W03,Nieznane,[],289,12,0.050,8
359833,Ireneusz Szyszka,W03,Nieznane,[],19,0,9.585,0
033767,Maria Mazur,W09,Nieznane,[],164,4,0.424,0
055442,Mieczysław Teisseyre,W09,Nieznane,[],410,2,0.337,10
263203,Zbigniew Modliński,W09,0000-0002-9230-2262,"['inżynieria środowiska', 'górnictwo i energetyka']",89,5,4.363,0
047135,Władysław Sikorski,W09,Nieznane,[],155,0,0,0
357983,Arkadiusz Maczuga,W09,Nieznane,[],10,0,0,0
359037,Mirosław Rożen,W09,Nieznane,[],12,0,0,0
013958,Andrzej Galiński,W06,Nieznane,[],80,0,0,0
059477,Andrzej Wojtaszek,W06,Nieznane,[],146,1,0,0
287627,Ryszard Komorowski,W11,Nieznane,[],11,8,0.746,0
046046,Jadwiga Rudek,W08,Nieznane,[],73,0,0,0
302278,Maciej Burnecki,W13,Nieznane,[],15,1,0.484,0
140506,Ryszard Grząślewicz,W11,Nieznane,[],82,28,0.739,5
044095,Florian Ratajczyk,W11,Nieznane,[],156,42,6.280,7
110321,Anna Kozłowska,W07,Nieznane,[],96,45,6.819,0
046875,Anna Szaynok,W11,Nieznane,[],123,29,0,14
354292,Liliana Bujkiewicz,W11,Nieznane,[],18,4,5.402,0
064730,Marek Żak,W09,Nieznane,[],56,1,0,0
064569,Adam Żółtaniecki,W09,Nieznane,[],43,3,0,0
002288,Tomasz Byczkowski,W13,Nieznane,[],70,389,8.835,9
146377,Andrzej Bucewicz,W09,Nieznane,[],70,0,0,2
019116,Eugeniusz Kalinowski,W09,Nieznane,[],216,1,0,11
029139,Mirosław Łuczak,W09,Nieznane,[],60,0,0,0
138587,Jerzy Klincewicz,W05,Nieznane,[],25,0,0,0
036197,Edward Nowaczewski,W09,Nieznane,[],84,3,0,0
244787,Joanna Hanusiak-Minkiewicz,W07,Nieznane,[],23,0,0,0
016708,Ewa Ingier-Stocka,W03,Nieznane,[],115,115,39.063,0
079877,Krystyna Dzidowska,W02,Nieznane,[],88,3,0,0
044169,Czesław Rybak,W02,Nieznane,[],104,1,0,0
097732,Franciszek Czechowski,W07,0000-0001-9008-3409,[],185,226,20.759,1
204266,Janina Bienia,W03,Nieznane,[],7,0,0,0
021113,Wiesław Kondratowicz,W02,Nieznane,[],107,0,0,0
202710,Bożena Borkowska,W02,Nieznane,[],10,0,0,0
343788,Marek Szala,W08,Nieznane,[],17,1,0.384,0
042301,Krystyna Palewska,W03,Nieznane,[],68,315,41.369,0
801389,Tomasz Rusiecki,Nieznane,Nieznane,[],7,0,2.369,0
284662,Maciej Czemarmazowicz*,W07,Nieznane,[],43,0,0,0
081584,Jacek Jarnicki,W04,Nieznane,[],99,26,0,0
021458,Kazimierz Kapłon,W04,Nieznane,[],77,14,0,0
003270,Halina Kertyńska,W09,Nieznane,[],47,0,0,0
040877,Janina Pospieszna,W16,Nieznane,[],114,33,4.231,1
083308,Wojciech Małuszyński,W08,Nieznane,[],52,0,0,0
021481,Krystyna Jeżowiecka-Kabsch,W09,Nieznane,[],182,16,2.035,4
016838,Stefan Jasieńko,W03,Nieznane,[],488,166,2.944,18
291891,Piotr Wilk,W03,Nieznane,[],33,0,1.892,0
801740,Katarzyna Diduch,W03,Nieznane,[],11,0,1.831,0
095156,Ryszard Janik,W03,Nieznane,[],137,115,21.886,0
029106,Tadeusz Łobos,W05,Nieznane,[],310,566,8.706,10
145932,Marek Kukawczyński,W04,Nieznane,[],48,0,0,0
126739,Zygmunt Musiałowski,W04,Nieznane,[],66,0,0,0
047599,Józef Stanclik,W04,Nieznane,[],146,1,0.931,0
413520,Dorota Łuczyszyn,W11,Nieznane,[],6,3,0.339,0
218515,Zbigniew Fjałkowski,W04,Nieznane,[],23,0,0,0
145493,Maciej Pawłowski,PRD,Nieznane,[],79,3,0,0
002749,Edmund Bałaban,W05,Nieznane,[],117,0,0,0
147369,Józef Kudzia,W12,Nieznane,[],68,13,0.428,0
041289,Ryszard Poźniak,W03,Nieznane,[],207,180,7.109,0
047760,Tadeusz Słonka,W03,Nieznane,[],109,17,4.006,0
013088,Eugeniusz Grozik,W10,Nieznane,[],104,0,0,0
019945,Jan Kałwak,W10,Nieznane,[],66,8,0,0
228754,Dariusz Bąkowski,W10,Nieznane,[],42,0,0,0
228806,Czesław Czuryło,W10,Nieznane,[],25,0,0,0
058861,Czesław Witkowski,W10,Nieznane,[],58,1,0,0
352171,Jolanta Grembecka*,W03,Nieznane,[],34,15,87.800,0
361917,Wojciech Weiler,W10,Nieznane,[],27,0,0,0
147080,Janusz Kozłowski,W12,Nieznane,[],121,32,15.229,0
355776,Waldemar Chmura*,W10,Nieznane,[],24,0,1.214,0
347362,Dariusz Konieczny,W08,Nieznane,[],30,11,0,0
019622,Witold Komorowski,W08,Nieznane,[],100,0,0,0
252050,Grzegorz Bohosiewicz,W09,Nieznane,[],5,0,0,0
001359,Henryk Bartoszewicz,W10,Nieznane,[],60,0,0,0
011048,Stanisław Fita,W10,Nieznane,[],130,1,0,0
003526,Marian Bogdan,W04,Nieznane,[],111,19,0,0
352740,Marek Kuran,W10,0000-0002-3530-0770,['inżynieria mechaniczna'],52,0,0.711,0
019730,Lesław Krynicki,W10,Nieznane,[],127,0,0,0
021102,Zbigniew Koralewicz,W10,Nieznane,[],103,0,0,0
019860,Julian Kuna,W10,Nieznane,[],120,0,0,0
064860,Henryk Andrzejewski,W01,Nieznane,[],48,0,0,0
057589,Waldemar Wawrzyniak,W01,Nieznane,[],30,0,0,5
419810,Sławomir Gruszczyński,W04,Nieznane,[],58,31,19.421,0
047641,Krzysztof Sachse,W04,Nieznane,[],164,105,15.467,4
019611,Jan Kośmider,W10,Nieznane,[],46,0,0,0
232672,Mirosław Kwaśniak,W10,Nieznane,[],65,0,0,0
800373,Dariusz Waluk,Nieznane,Nieznane,[],6,0,0,0
309989,Jerzy Sobociński,W06,Nieznane,[],22,2,0,0
801511,Dorota Sobczyk,Nieznane,Nieznane,[],11,0,0,0
800048,Adam Bajcar,Nieznane,Nieznane,[],6,0,0,0
801738,Lech Stolecki,W06,0000-0003-3645-9393,[],8,0,0,0
359714,Marcin Jabłoński,W06,Nieznane,[],14,0,0,0
022235,Maria Dobrowolska,W02,Nieznane,[],7,0,0,0
336784,Bogdan Matuszewski,W04,Nieznane,[],18,0,0.409,0
343197,Marcin Głowacki,W04,Nieznane,[],61,0,0,0
360091,Piotr Kocyan,W04,Nieznane,[],34,0,0,0
600134,Rafał Trzaska,W08,Nieznane,[],27,0,0,0
350715,Roman Zadrożny,W10,Nieznane,[],27,0,0,0
800349,Marcin Walczak,Nieznane,Nieznane,[],9,0,0,0
230610,Stanisław Mokrzan,W10,Nieznane,[],11,0,0,0
351095,Piotr Pietrus,W10,Nieznane,[],14,0,0,0
414800,Piotr Szeplik,W10,Nieznane,[],24,0,0,0
011543,Zbigniew Fryźlewicz,W08,Nieznane,[],106,2,0,0
401560,Anatolii Grygoriev,W09,Nieznane,[],52,0,0.861,0
361036,Ryszard Teisseyre,W09,Nieznane,[],4,0,1.288,0
041999,Andrzej Pasiński,W09,Nieznane,[],72,6,0,0
065142,Jerzy Bajorek,W05,Nieznane,[],85,1,2.242,0
019859,Józef Kolasa,W05,Nieznane,[],82,0,0.996,0
003258,Jerzy Bartoszewski,W05,Nieznane,[],75,0,0,0
045139,Jerzy Rutkowski,W05,Nieznane,[],80,17,2.734,0
425540,Andrzej Iwańczuk,W07,0000-0002-4387-1936,"['inżynieria środowiska', 'górnictwo i energetyka']",29,14,9.233,0
263173,Barbara Dach,W03,Nieznane,[],10,0,3.877,0
