id,label,department,orcid,disciplines,publications,citations,impact_factor,supervisorships
903381,Aleksandra Szwaja,Nieznane,Nieznane,[],2,0,0,0
428140,Przemysław B. Kowalczuk,W06,0000-0002-1432-030X,"['inżynieria środowiska', 'górnictwo i energetyka']",104,111,54.572,0
350652,Waldemar Dołęga,W05,0000-0003-2878-1358,"['automatyka', 'elektronika i elektrotechnika']",273,6,0.870,0
903383,Dawid Niedźwiecki,Nieznane,Nieznane,[],1,0,0,0
903382,Kamil Piszczałka,Nieznane,Nieznane,[],1,0,0,0
412890,Adam Nowak,W11,Nieznane,[],30,187,18.149,1
359253,Krzysztof Stempak,W13,0000-0002-9422-5387,['matematyka'],82,590,30.530,2
349159,Zbigniew Gronostajski,W10,0000-0002-3550-1003,['inżynieria mechaniczna'],369,374,86.242,10
447860,Jakub J. Krawczyk,W10,0000-0002-6541-5931,['inżynieria mechaniczna'],43,10,7.352,0
410700,Sławomir Polak,W10,0000-0003-4696-6006,['inżynieria mechaniczna'],117,74,39.106,0
421260,Marek Hawryluk,W10,0000-0002-9338-4327,['inżynieria mechaniczna'],187,108,74.924,0
446900,Marcin D. Kaszuba,W10,0000-0002-7223-9550,['inżynieria mechaniczna'],100,47,46.221,0
800747,Monika Marciniak,W10,Nieznane,[],19,0,2.976,0
037101,Adam Niechajowicz,W10,Nieznane,[],176,89,11.811,0
430900,Maciej Zwierzchowski,W10,0000-0003-4502-1334,['inżynieria mechaniczna'],119,65,29.525,0
007799,Tomasz Chmielewski,W03,Nieznane,[],186,200,15.435,0
446840,Marcin G. Winnicki,W10,0000-0003-2766-116X,['inżynieria mechaniczna'],68,56,42.885,0
450880,Małgorzata J. Rutkowska-Gorczyca,W10,0000-0003-2712-5914,['inżynieria mechaniczna'],79,41,20.080,0
425790,Agnieszka Baszczuk*,W10,0000-0001-5476-352X,['inżynieria mechaniczna'],55,247,49.165,0
491330,Aleksandra M. Małachowska,W10,0000-0002-6503-7723,['inżynieria mechaniczna'],41,44,30.440,0
118682,Witold Posadowski,W12,0000-0002-3470-4415,"['automatyka', 'elektronika i elektrotechnika']",211,398,25.906,2
126557,Zbigniew Znamirowski,W12,Nieznane,[],124,130,29.048,0
111120,Andrzej Ambroziak,W10,0000-0002-8792-2096,['inżynieria mechaniczna'],335,229,51.766,12
903247,Alicja Swebodzińska,W06,Nieznane,[],6,0,0,0
466100,Leszek A. Łatka,W10,0000-0002-5236-5349,['inżynieria mechaniczna'],55,125,26.723,0
430810,Artur Wiatrowski,W12,0000-0002-8594-2384,"['automatyka', 'elektronika i elektrotechnika']",72,64,29.748,0
121198,Janusz Markowski,W12,Nieznane,[],91,23,1.892,0
450870,Krzysztof Billewicz,W08,0000-0002-3708-1591,['informatyka techniczna i telekomunikacja'],89,19,0,0
903095,Paulina Pązik,Nieznane,Nieznane,[],8,0,0,0
010205,Jan Drzymała,W06,Nieznane,[],333,654,59.197,5
903384,Jakub M. Jastrzębski,Nieznane,Nieznane,[],1,0,0,0
135436,Zbigniew Mirski,W10,0000-0002-1261-9279,['inżynieria mechaniczna'],403,36,11.057,6
903385,Piotr Czudak,Nieznane,Nieznane,[],1,0,0,0
800871,Anna M. Nowak,Nieznane,Nieznane,[],5,0,9.723,0
800078,Paweł Cała,W04,Nieznane,[],44,0,1.011,0
343562,Paweł Bieńkowski,W04,0000-0002-9224-3960,['informatyka techniczna i telekomunikacja'],332,46,8.106,0
440750,Bartłomiej Zubrzak,W04,0000-0002-9768-9611,[],85,0,4.298,0
425260,Jarosław Emilianowicz,W04,0000-0002-5910-4774,[],54,0,0,0
230955,Kazimierz Granat,W10,0000-0003-3946-3216,['inżynieria mechaniczna'],310,154,25.547,4
040929,Jacek Pigłowski,W03,0000-0003-3378-1395,['inżynieria chemiczna'],319,490,67.625,9
449080,Mateusz R. Stachowicz,W10,0000-0003-2995-269X,['inżynieria mechaniczna'],100,77,18.732,0
433650,Tomasz Piwowarczyk,W10,0000-0001-6817-6369,['inżynieria mechaniczna'],96,30,13.114,0
049874,Janusz Szymkowski,W09,Nieznane,[],137,8,0.971,0
468750,Marta Tsirigotis-Maniecka,W03,Nieznane,[],40,113,46.354,0
404790,Izabela Polowczyk,W03,0000-0001-7445-9461,['inżynieria chemiczna'],133,293,61.606,0
300140,Ewa Goumissi,PRN,Nieznane,[],10,0,0,0
903388,Tomasz Kudłaty*,W06,Nieznane,[],2,0,0,0
903389,Bartosz Getner,W06,Nieznane,[],1,0,0,0
411460,Bartosz Grzyb,W03,Nieznane,[],36,390,46.697,0
146195,Stanisław Gryglewicz,W03,0000-0001-7080-9356,['inżynieria chemiczna'],154,886,59.549,2
447050,Agata K. Śliwak,W03,Nieznane,[],24,180,64.343,0
479280,Noel Diez Nogues,W03,0000-0002-6072-8947,[],7,105,20.815,0
031192,Jacek Machnikowski,W03,Nieznane,[],272,1893,115.728,8
146601,Grażyna Gryglewicz,W03,0000-0002-5071-404X,['inżynieria chemiczna'],236,1986,209.619,7
436330,Witold Jacak,W11,0000-0003-2645-7909,['nauki fizyczne'],64,93,101.363,0
084118,Ewa Popko,W11,Nieznane,[],199,317,155.952,3
800393,Artur Henrykowski,W11,Nieznane,[],8,0,15.137,0
466080,Eunika Zielony,W11,0000-0003-1676-3638,['nauki fizyczne'],51,176,86.809,0
600378,Katarzyna R. Gwóźdź,W11,0000-0001-6413-2430,['nauki fizyczne'],27,72,66.084,0
095026,Jerzy Hoła,W02,0000-0001-7084-6990,['inżynieria lądowa i transport'],369,364,61.338,7
600089,Paweł Niewiadomski,W02,0000-0002-0646-3036,['inżynieria lądowa i transport'],17,6,12.222,0
478240,Alexander Talatinian,W11,0000-0002-9422-9548,[],25,11,4.989,0
146225,Mieczysław Pluta,W11,Nieznane,[],63,39,13.113,0
347232,Bogna Ludwig,W01,0000-0002-7755-5835,['architektura i urbanistyka'],51,1,0,0
146270,Małgorzata Chorowska,W01,0000-0002-5073-4382,['architektura i urbanistyka'],139,6,0,8
413610,Roland Mruczek,W01,0000-0003-1866-3147,[],57,1,0,0
344842,Beata Ściana,W12,0000-0001-8771-3545,"['automatyka', 'elektronika i elektrotechnika']",256,92,57.301,0
440002,Wojciech Dawidowski,W12,0000-0001-6577-3854,"['automatyka', 'elektronika i elektrotechnika']",87,13,23.178,0
056531,Marek Tłaczała,W12,0000-0002-3974-4993,"['automatyka', 'elektronika i elektrotechnika']",533,385,97.907,7
448310,Karolina Zynek,W03,Nieznane,[],54,107,37.869,0
903633,Łukasz Wiśniewski,Nieznane,Nieznane,[],2,0,1.246,0
452020,Małgorzata E. Cieńska,W03,Nieznane,[],7,6,4.052,0
289827,Jolanta Bryjak,W03,0000-0003-2158-2954,['inżynieria chemiczna'],192,1071,111.595,2
303323,Marzanna Jagiełło-Kołaczyk,W01,Nieznane,[],120,0,0,5
065391,Wojciech Brzezowski,W01,0000-0002-3141-173X,[],187,0,0,2
418470,Hanna Golasz-Szołomicka,W01,0000-0002-1125-6162,['architektura i urbanistyka'],28,0,0,0
802074,Paweł Kucharski,W10,Nieznane,[],12,0,2.580,0
439380,Grzegorz Lesiuk,W10,0000-0003-3553-6107,['inżynieria mechaniczna'],169,75,56.770,0
050146,Mieczysław Szata,PRD,0000-0002-6332-8332,['inżynieria mechaniczna'],207,44,6.633,3
357574,Magdalena Baborska-Narożny,W01,0000-0001-6860-5186,['architektura i urbanistyka'],67,29,17.682,0
453360,Michał Królewicz,W03,Nieznane,[],27,0,9.214,0
098586,Jerzy Kaleta,W10,0000-0001-7310-4378,['inżynieria mechaniczna'],442,343,78.528,11
800774,Paweł Małecki,Nieznane,Nieznane,[],14,0,7.149,0
600310,Mateusz Magda,W08,0000-0002-0743-4130,['informatyka techniczna i telekomunikacja'],7,0,0,0
410390,Wojciech Bożejko,W04,0000-0002-1868-8603,"['automatyka', 'elektronika i elektrotechnika']",285,274,41.099,3
801705,Łukasz Kacprzak,W04,Nieznane,[],10,0,0,0
600045,Mieczysław Wodecki*,W04,0000-0001-8188-4503,['informatyka techniczna i telekomunikacja'],232,169,30.297,0
436440,Przemysław Boratyński,W03,0000-0002-7139-8568,['nauki chemiczne'],42,201,125.859,0
424220,Rafał Kowalczyk,W03,0000-0001-5228-9131,['nauki chemiczne'],30,599,116.817,0
802162,Anna Kubicka,W01,0000-0001-5442-3947,[],9,0,0,0
801881,Radosław Czahajda,W08,Nieznane,[],11,0,0,0
903635,Magdalena Kordiak,Nieznane,Nieznane,[],1,0,0,0
436940,Magdalena J. Kobielarz,W10,0000-0002-0191-6390,['inżynieria mechaniczna'],117,128,28.089,0
499270,Mirosław Gierczak,W12,0000-0002-1533-5503,"['automatyka', 'elektronika i elektrotechnika']",25,7,6.006,0
485271,Krzysztof Stojek,W12,0000-0003-0018-4711,"['automatyka', 'elektronika i elektrotechnika']",15,1,0,0
278436,Andrzej Dziedzic,W12,0000-0003-0008-2459,"['automatyka', 'elektronika i elektrotechnika']",418,601,64.319,5
343238,Bogusław Szlachetko,W04,0000-0002-2010-3117,"['automatyka', 'elektronika i elektrotechnika']",76,33,8.699,0
349171,Michał Lower,W04,0000-0002-8596-4671,"['automatyka', 'elektronika i elektrotechnika']",64,24,7.003,0
457300,Łukasz Sadowski,W02,0000-0001-9382-7709,['inżynieria lądowa i transport'],175,274,165.861,0
499980,Sławomir Czarnecki,W02,0000-0001-8021-943X,['inżynieria lądowa i transport'],31,20,20.344,0
801810,Marta Pakowska,W01,Nieznane,[],10,0,0,0
422390,Marcin Habrych,W05,0000-0003-2067-0135,"['automatyka', 'elektronika i elektrotechnika']",204,24,17.211,0
031374,Bogdan Miedziński,W05,0000-0001-5354-7024,[],583,39,20.904,12
903636,Mariola Karpa,Nieznane,Nieznane,[],1,0,0,0
360890,Marcin Markowski,W04,0000-0003-1958-4686,['informatyka techniczna i telekomunikacja'],48,12,3.059,0
902974,Jacek Wróblewski,Nieznane,Nieznane,[],4,0,1.133,0
600056,Alicja Kucharczyk,W10,0000-0003-1768-8043,['inżynieria mechaniczna'],7,3,3.603,0
497140,Wioletta K. Rut,W03,0000-0003-1261-5566,['nauki chemiczne'],22,60,110.691,0
903638,Khadija Mohamed,W03,Nieznane,[],1,0,3.797,0
401760,Marcin Drąg,W03,0000-0001-8510-1967,['nauki chemiczne'],138,1744,599.933,4
015158,Roman Gancarz,W03,0000-0001-9314-5724,['nauki chemiczne'],217,1051,142.191,11
801485,Michał Sowa,W03,0000-0002-8077-5724,[],29,0,24.145,0
147411,Ewa Matczak-Jon,W03,0000-0003-0624-3380,['nauki chemiczne'],106,533,95.888,2
055549,Hubert Trzaska,W04,Nieznane,[],408,52,8.005,6
437140,Artur Kopczyński,W10,Nieznane,[],54,32,3.374,0
084271,Eugeniusz Rusiński,W10,0000-0003-0224-1951,['inżynieria mechaniczna'],1308,450,31.552,19
107097,Jerzy Walendziewski,W03,0000-0002-1862-5282,['inżynieria chemiczna'],340,712,49.038,5
111766,Marek Kułażyński,W03,0000-0002-9316-0630,['inżynieria chemiczna'],317,111,56.961,2
281890,Zbigniew J. Sroka,W10,0000-0002-6862-0527,['inżynieria mechaniczna'],178,20,9.132,2
414700,Paweł Zalas,W05,0000-0001-6337-9239,"['automatyka', 'elektronika i elektrotechnika']",88,4,2.548,0
026505,Ryszard Kacprzyk,W05,0000-0002-9976-6051,"['automatyka', 'elektronika i elektrotechnika']",272,250,28.616,3
429520,Tomasz Długosz,W04,Nieznane,[],93,14,10.821,0
900828,Roman Janikowski,Nieznane,Nieznane,[],1,0,0,0
146214,Janusz Trawczyński,W03,0000-0002-8573-9394,['inżynieria chemiczna'],341,965,168.239,9
230148,Edward Wiczkowski,W10,Nieznane,[],45,0,0.113,0
138792,Stanisław Lochyński,W03,0000-0001-7893-3511,['nauki chemiczne'],220,346,88.778,9
447890,Agnieszka S. Stryjewska,W03,Nieznane,[],20,33,9.398,0
354043,Stanisław Bartkiewicz,W03,0000-0002-6554-7299,['nauki chemiczne'],153,797,197.042,5
430760,Anna M. Sobolewska,W03,0000-0002-6416-6283,['nauki chemiczne'],61,346,126.603,0
416070,Jarosław Myśliwiec,W03,0000-0002-1244-9863,['nauki chemiczne'],118,427,230.358,4
102936,Zygmunt Kudźma,W15,Nieznane,[],170,24,4.623,0
419780,Michał Stosiak,W10,0000-0002-6111-1332,['inżynieria mechaniczna'],132,35,12.413,0
272494,Barbara Kucharczyk,W03,0000-0003-0224-8520,['inżynieria chemiczna'],112,221,43.876,0
452970,Agnieszka Zielińska,W03,Nieznane,[],119,387,91.491,0
800847,Małgorzata Wyciszkiewicz,W03,Nieznane,[],26,0,20.312,0
409990,Katarzyna Chojnacka,W03,0000-0001-6897-9882,['inżynieria chemiczna'],430,2835,322.093,7
015352,Henryk Górecki,W03,Nieznane,[],605,796,55.337,10
340257,Tomasz Boratyński,W10,0000-0001-9423-3478,['inżynieria mechaniczna'],96,7,0,0
493120,Paweł W. Pacyga,W09,0000-0002-2950-9308,[],55,0,10.808,0
442810,Mateusz Czok,W12,0000-0003-4982-7407,"['automatyka', 'elektronika i elektrotechnika']",30,20,8.382,0
438560,Karol Malecha,W12,0000-0002-2240-0326,"['automatyka', 'elektronika i elektrotechnika']",168,240,89.526,0
013130,Leszek Golonka,W12,0000-0003-2558-4068,"['automatyka', 'elektronika i elektrotechnika']",455,1079,84.427,11
300283,Jadwiga Sołoducho,W03,0000-0003-3578-7387,[],243,739,179.730,8
485420,Agnieszka U. Jędrychowska,W03,Nieznane,[],23,22,21.203,0
600098,Dorota Zając,W03,0000-0002-6433-6123,['nauki chemiczne'],28,24,27.579,0
003195,Antoni Bagiński,W10,Nieznane,[],59,0,0,0
014188,Antoni Gronowicz,W10,0000-0003-4132-2770,[],169,34,3.202,6
362156,Monika Prucnal-Wiesztort,W10,0000-0002-2144-364X,[],27,2,1.664,0
450970,Przemysław G. Sperzyński,W10,0000-0002-5751-4462,['inżynieria mechaniczna'],29,4,0.771,0
439270,Jarosław J. Szrek,W10,0000-0002-2067-4577,['inżynieria mechaniczna'],76,19,2.231,0
001326,Romuald Będziński,W10,Nieznane,[],614,146,25.057,21
901044,Marek Konieczny,Nieznane,Nieznane,[],4,0,0,0
902250,Janusz Michalski,Nieznane,Nieznane,[],4,0,0,0
801446,Magdalena Stasyszyn,Nieznane,Nieznane,[],4,0,0,0
438810,Michał Sz. Pelczarski,W01,0000-0002-4563-4694,['architektura i urbanistyka'],44,0,0,0
900766,Justyna Haber,W01,Nieznane,[],2,0,0,0
424260,Marcin Sieńczyk,W03,0000-0002-5528-5264,['nauki chemiczne'],116,357,207.593,0
480620,Maciej S. Walczak,W03,Nieznane,[],27,28,19.948,0
488630,Agnieszka Łupicka-Słowik,W03,0000-0002-5593-5167,['nauki chemiczne'],33,18,33.634,0
445990,Renata K. Grzywa,W03,0000-0002-4064-2409,['nauki chemiczne'],60,145,83.110,0
801610,Maria Łęcka,W03,Nieznane,[],10,0,13.451,0
350726,Krzysztof Chrapek,W10,Nieznane,[],47,0,0,0
424240,Tomasz K. Olszewski,W03,0000-0001-8243-9313,['nauki chemiczne'],88,402,162.167,0
454010,Daniel J. Strub,W03,0000-0003-0858-463X,['nauki chemiczne'],51,33,47.096,0
801168,Jolanta Pękala,W03,Nieznane,[],13,0,16.473,0
355903,Krzysztof Walkowiak,W04,0000-0003-1686-3110,['informatyka techniczna i telekomunikacja'],334,648,108.443,9
494660,Mirosław Klinkowski*,W08,Nieznane,[],66,0,42.007,0
145523,Andrzej Czemplik,W02,0000-0002-9771-6835,['inżynieria lądowa i transport'],74,6,0,0
468420,Michał W. Przewoźniczek,W08,0000-0003-2446-6473,['informatyka techniczna i telekomunikacja'],33,26,40.537,0
414110,Justyna Rybak,W07,0000-0002-3606-4220,"['inżynieria środowiska', 'górnictwo i energetyka']",110,44,41.997,0
903450,Maria Ratajek,Nieznane,Nieznane,[],1,0,0,0
444630,Paweł M. Karpa,W01,Nieznane,[],4,0,0,0
118916,Andrzej Korynek,W01,Nieznane,[],6,0,0,0
308384,Tomasz Wąsowicz,W01,Nieznane,[],16,0,0,0
007409,Piotr Cichosz,W10,0000-0002-1636-1973,[],317,73,9.287,5
356539,Marek Kołodziej,W10,0000-0001-6916-8520,['inżynieria mechaniczna'],74,31,2.359,0
269609,Krzysztof Dudek,W10,Nieznane,[],453,35,93.829,0
801662,Adam Sulich,W08,0000-0001-8841-9102,[],71,0,4.865,0
464140,Monika Kurczyńska,W11,Nieznane,[],22,7,12.174,0
900968,Ewa Kania,Nieznane,Nieznane,[],2,0,1.425,0
474040,Bogumił M. Konopka,W11,Nieznane,[],18,20,28.554,0
334072,Małgorzata Kotulska,W11,0000-0002-2015-5339,['inżynieria biomedyczna'],102,250,128.463,5
343045,Piotr Furmanek,W01,Nieznane,[],15,1,0,0
452610,Maciej J. Gwoździewicz,W05,0000-0002-8725-6679,"['automatyka', 'elektronika i elektrotechnika']",109,10,3.194,0
103868,Jan Zawilak,W05,Nieznane,[],359,29,0.547,6
481220,Kamil Klimkowski,W05,0000-0003-2435-974X,[],35,6,3.411,0
435600,Mateusz Dybkowski,W05,0000-0002-9477-4079,"['automatyka', 'elektronika i elektrotechnika']",146,418,24.760,2
406770,Agnieszka Wojciechowska,W03,0000-0002-0854-7882,['nauki chemiczne'],83,179,99.658,0
419770,Wiktor Zierkiewicz,W03,0000-0002-4038-5959,['nauki chemiczne'],86,922,221.944,0
362822,Dariusz C. Bieńko,W03,0000-0002-8717-7065,['nauki chemiczne'],38,534,70.100,0
453380,Piotr Bródka,W08,0000-0002-6474-0089,['informatyka techniczna i telekomunikacja'],85,323,51.084,0
404320,Elżbieta Wojaczyńska,W03,Nieznane,[],82,428,117.669,1
802352,Jakub Iwanejko,W03,0000-0001-8811-6603,[],20,0,17.164,0
802142,Dina Czajczyńska,W07,0000-0001-6398-456X,[],19,0,14.904,0
444640,Renata Krzyżyńska,W07,0000-0001-7502-6588,"['inżynieria środowiska', 'górnictwo i energetyka']",60,191,34.911,0
311629,Mariola Zielińska-Błajet,W03,0000-0001-7439-897X,['nauki chemiczne'],53,223,36.158,0
469200,Łukasz J. Sidorowicz,W03,Nieznane,[],8,114,14.873,0
051417,Jacek Skarżewski,W03,0000-0001-8798-2294,['nauki chemiczne'],140,1189,131.503,7
470310,Mariusz M. Ostrowski,W04,0000-0001-6797-9880,"['automatyka', 'elektronika i elektrotechnika']",13,23,0.925,0
457130,Agnieszka Zawada,W03,Nieznane,[],22,141,53.812,0
477190,Justyna J. Kozłowska,W03,0000-0003-0257-2726,['nauki chemiczne'],19,48,49.518,0
406650,Paweł Lipkowski,W03,0000-0002-4974-7805,['nauki chemiczne'],40,577,96.994,0
360648,Wojciech Bartkowiak,W03,0000-0002-3442-9302,['nauki chemiczne'],151,1096,318.497,11
360853,Rafał Weron,W08,0000-0003-1619-5239,['nauki o zarządzaniu i jakości'],168,2567,167.732,4
470970,Magdalena A. Nemś,W09,0000-0003-2866-6907,"['inżynieria środowiska', 'górnictwo i energetyka']",64,25,33.515,0
458000,Artur Nemś,W09,0000-0001-8287-7989,"['inżynieria środowiska', 'górnictwo i energetyka']",56,5,26.615,0
425980,Tomasz Kurzynowski,W10,0000-0003-0047-3986,['inżynieria mechaniczna'],159,281,45.109,0
600211,Michał J. Karoluk,W10,0000-0002-3961-1517,['inżynieria mechaniczna'],22,0,0,0
802291,Błażej Święcicki,W08,Nieznane,[],2,0,0,0
802292,Paweł Maślankiewicz,W05,Nieznane,[],8,0,0,0
059455,Henryk Wojciechowski,W05,Nieznane,[],241,2,0,0
352643,Robert Lis,W05,0000-0002-5328-5543,"['automatyka', 'elektronika i elektrotechnika']",125,7,3.529,0
127260,Henryk Kudela,W09,0000-0001-5841-3607,"['inżynieria środowiska', 'górnictwo i energetyka']",190,41,11.677,5
410030,Paweł Regucki,W09,0000-0001-6799-8133,"['inżynieria środowiska', 'górnictwo i energetyka']",79,4,15.372,0
429530,Katarzyna Strzelecka,W09,0000-0003-3765-3323,['inżynieria mechaniczna'],37,13,0.837,0
345724,Małgorzata Bogdan,W13,0000-0002-0657-4342,[],48,198,54.273,2
352632,David M. Ramsey,W08,0000-0002-7186-1436,['nauki o zarządzaniu i jakości'],74,78,38.599,0
415210,Jan Wadowski,PRD,0000-0001-5784-523X,['filozofia'],63,0,0,0
019893,Wanda Kononowicz,W01,Nieznane,[],123,0,0,7
489580,Katarzyna B. Gryniewicz-Balińska,W01,Nieznane,[],4,0,0,0
443610,Małgorzata D. Kutyłowska,W07,0000-0001-8425-9041,"['inżynieria środowiska', 'górnictwo i energetyka']",64,52,9.955,0
470680,Ewelina Węglarz-Tomczak,W03,0000-0001-8080-2801,[],19,37,36.218,0
800133,Burda Małgorzata,W03,Nieznane,[],8,0,17.979,0
344240,Mirosław Giurg,W03,0000-0002-1414-9637,['nauki chemiczne'],61,213,33.761,0
308373,Artur Mucha,W03,0000-0002-6421-1371,['nauki chemiczne'],82,1153,198.921,5
801116,Aleksandra Nowysz,W01,Nieznane,[],11,0,0,0
600457,Filip Formalik,W03,0000-0003-3981-3298,['inżynieria chemiczna'],15,8,53.101,0
472470,Kamila H. Ludwikowska,W08,0000-0002-2975-7539,['nauki o zarządzaniu i jakości'],15,0,0,0
439980,Wojciech Kubicki,W12,0000-0002-0107-4760,"['automatyka', 'elektronika i elektrotechnika']",65,51,31.594,0
416510,Rafał Walczak,W12,0000-0002-9371-9414,"['automatyka', 'elektronika i elektrotechnika']",201,295,81.435,0
118121,Jan Dziuban,W12,0000-0003-4111-8593,"['automatyka', 'elektronika i elektrotechnika']",417,474,121.650,5
027122,Marek Kurzyński,W04,0000-0002-0401-2725,['informatyka techniczna i telekomunikacja'],294,359,42.621,11
455220,Marcin Majak,W04,Nieznane,[],49,0,22.570,0
146140,Andrzej Żołnierek,W04,0000-0002-1323-6720,[],72,69,7.311,0
443050,Karol J. Puchała,W04,0000-0002-5566-2939,[],9,1,0,0
342163,Zbigniew Malara,W08,0000-0002-4404-4959,['nauki o zarządzaniu i jakości'],215,11,1.637,8
464230,Michał Barcikowski,W10,0000-0001-5135-7892,['inżynieria mechaniczna'],50,12,4.356,0
470640,Jerzy Tutaj*,W08,0000-0002-1764-5011,['nauki o zarządzaniu i jakości'],63,0,0,0
432160,Radosław Ryńca,W08,0000-0001-5288-4686,['nauki o zarządzaniu i jakości'],82,5,0,0
801990,Sayf Al-Sefou,W08,Nieznane,[],4,0,0,0
600490,Yasmin Ziaeian,W08,Nieznane,[],6,0,0,0
448130,Izabela M. Michalak,W03,0000-0001-8084-9642,['inżynieria chemiczna'],164,593,164.448,0
801716,Agnieszka Dmytryk,W03,Nieznane,[],20,0,18.394,0
458130,Radosław Wilk,W03,Nieznane,[],39,33,24.270,0
007205,Edward Chlebus,W10,0000-0001-8322-6010,['inżynieria mechaniczna'],640,451,64.112,38
471640,Gustaw A. Koenig,W10,0000-0003-4101-0355,['inżynieria mechaniczna'],13,0,0,0
446240,Damian Opozda,W10,Nieznane,[],28,0,0,0
903162,Marcin Benbenkowski,W10,Nieznane,[],3,0,0,0
284167,Piotr Berkowski,W02,0000-0002-8285-6480,['inżynieria lądowa i transport'],231,26,6.412,0
482000,Tomasz Jasica,W10,Nieznane,[],11,0,0,0
145879,Maria Jasieńko-Hałat,W03,Nieznane,[],120,144,18.822,0
903701,Karina Małaszyńska,Nieznane,Nieznane,[],1,0,0.385,0
291738,Grzegorz Dmochowski,W02,0000-0002-0044-3499,['inżynieria lądowa i transport'],122,7,1.372,0
445370,Michał P. Jewgiński*,W03,0000-0003-4931-5452,['nauki chemiczne'],26,86,66.805,0
410170,Robert Król,W06,0000-0002-2529-1890,"['inżynieria środowiska', 'górnictwo i energetyka']",239,60,13.939,0
067256,Lech Gładysiewicz,W06,0000-0002-5495-9722,"['inżynieria środowiska', 'górnictwo i energetyka']",391,66,7.089,2
801606,Damian Kaszuba,W06,Nieznane,[],54,0,2.231,0
490560,Waldemar M. Kisielewski,W06,Nieznane,[],75,16,5.022,0
600130,Martyna Konieczna-Fuławka,W06,Nieznane,[],23,2,0.589,0
800248,Maciej Fidrysiak,W11,Nieznane,[],5,0,3.659,0
471940,Łukasz S. Płociniczak,W13,0000-0003-0005-4845,['matematyka'],41,88,57.601,0
361973,Agnieszka Popiołek-Masajada,W11,0000-0002-6813-9637,['nauki fizyczne'],68,181,47.042,0
802278,Mateusz Szatkowski,W11,0000-0002-5232-5742,[],17,0,20.152,0
471870,Krzysztof Gawarecki,W11,0000-0001-7400-2197,['nauki fizyczne'],27,82,78.654,0
361962,Paweł Machnikowski,W11,0000-0003-0349-1725,['nauki fizyczne'],179,930,298.317,8
350760,Teodor Gotszalk,W12,Nieznane,[],388,848,278.504,6
471222,Piotr M. Kunicki,W12,Nieznane,[],31,25,40.816,0
800982,Magdalena Moczała,W12,Nieznane,[],24,0,28.164,0
465430,Maria Fic,W08,Nieznane,[],25,2,0,0
473280,Łukasz M. Augustyniak,W08,0000-0002-4090-4480,[],13,11,5.893,0
488860,Piotr Szymański,W08,0000-0002-7733-3239,['informatyka techniczna i telekomunikacja'],17,11,19.066,0
446310,Tomasz Kajdanowicz,W08,0000-0002-8417-1012,['informatyka techniczna i telekomunikacja'],101,231,58.704,0
341098,Przemysław Kazienko,W08,0000-0001-5868-356X,['informatyka techniczna i telekomunikacja'],284,842,63.559,5
405030,Grzegorz Chodak,W08,0000-0002-9604-482X,['nauki o zarządzaniu i jakości'],91,17,2.432,0
466700,Juliusz Winiarski,W03,0000-0003-0761-1579,['inżynieria chemiczna'],53,86,63.439,0
120537,Bogdan Szczygieł,W03,0000-0003-3107-8778,['inżynieria chemiczna'],277,527,124.574,7
600252,Łukasz A. Sterczewski,W04,0000-0003-1459-7517,"['automatyka', 'elektronika i elektrotechnika']",48,26,55.556,0
801832,Michał Grzelczak,W04,Nieznane,[],21,0,10.926,0
470320,Kacper Nowak,W04,0000-0002-5980-8237,['informatyka techniczna i telekomunikacja'],36,22,15.104,0
074816,Edward Pliński,W04,0000-0001-7968-8036,['informatyka techniczna i telekomunikacja'],211,75,36.000,6
801742,Quang Vu. Nguyen,W08,Nieznane,[],6,0,1.434,0
347481,Lech Madeyski,W08,0000-0003-3907-3357,['informatyka techniczna i telekomunikacja'],107,361,24.216,1
335750,Ngoc Thanh. Nguyen,W08,0000-0002-3247-2948,['informatyka techniczna i telekomunikacja'],486,660,106.648,10
056962,Teodora Traczewska,W07,Nieznane,[],242,82,8.382,6
441920,Krzysztof R. Gajewski,W12,0000-0001-6218-0658,"['automatyka', 'elektronika i elektrotechnika']",27,26,25.692,0
801851,Barbara Janowska,W09,Nieznane,[],15,0,0,0
482780,Olga M. Szyłko-Bigus,W02,0000-0002-1750-7524,['inżynieria lądowa i transport'],8,3,6.026,0
454190,Adrianna Kozierkiewicz,W08,Nieznane,[],55,30,17.257,0
479580,Marcin M. Pietranik,W08,0000-0003-4255-889X,['informatyka techniczna i telekomunikacja'],41,13,11.942,0
479540,Bernadetta G. Maleszka,W08,0000-0001-6370-2913,['informatyka techniczna i telekomunikacja'],39,23,9.301,0
476480,Tomasz P. Grzebyk,W12,0000-0002-2283-0027,"['automatyka', 'elektronika i elektrotechnika']",90,41,35.844,0
496950,Piotr Szyszka,W12,0000-0001-9832-457X,"['automatyka', 'elektronika i elektrotechnika']",24,3,10.337,0
118756,Anna Górecka-Drzazga,W12,0000-0003-0811-1963,"['automatyka', 'elektronika i elektrotechnika']",318,330,65.099,3
441570,Magdalena E. Sitarska,W07,Nieznane,[],44,0,4.367,0
800228,Viktoriya Filyarovskaya,Nieznane,Nieznane,[],11,0,2.682,0
019848,Wacław Kollek,W10,Nieznane,[],467,36,6.686,8
361070,Piotr Osiński,W10,0000-0001-9126-499X,['inżynieria mechaniczna'],153,52,10.296,0
