id,name,citations,citation_count,Wydzial,Katedra
57215219757,Nowacka Klaudia,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57215219757&origin=inward,0,Unknown,Unknown
57215042693,Błotny Jagoda,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57215042693&origin=inward,8,W09,Katedra Termodynamiki i Odnawialnych Źródeł Energii
57215041110,Hyliński Adam,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57215041110&origin=inward,0,W02,Katedra Mostów i Kolei
57215034634,Ignacek-Kuźnicka Beata,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57215034634&origin=inward,0,Unknown,Unknown
57215027303,Belof Magdalena,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57215027303&origin=inward,0,W01,Katedra Urbanistyki i Procesów Osadniczych
57215010959,Oladipo Oluwafunmilola,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57215010959&origin=inward,0,Unknown,Unknown
57215009730,Kurowska Daniela,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57215009730&origin=inward,0,Unknown,Unknown
57214987080,Wróbel A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57214987080&origin=inward,4,W11,Katedra Optyki i Fotoniki
57214886150,Hoppe Viktoria,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57214886150&origin=inward,0,W10,"Katedra Technologii Laserowych, Automatyzacji i Organizacji Produkcji"
57214728241,Mackiewicz Adrianna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57214728241&origin=inward,0,Unknown,Unknown
57214644348,Jaworska-Blach Bozena,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57214644348&origin=inward,0,Unknown,Unknown
57214606301,Waligora A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57214606301&origin=inward,0,Unknown,Unknown
57214510664,Wlazlak A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57214510664&origin=inward,0,Unknown,Unknown
57214328855,Wolf-Baca Mirela,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57214328855&origin=inward,0,W07,Katedra Inżynierii Ochrony Środowiska
57214315148,Winograd Kinga,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57214315148&origin=inward,0,Unknown,Unknown
57214310052,Ahmed Arif Eftekhar,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57214310052&origin=inward,0,Unknown,Unknown
57214299997,Grzech Adan,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57214299997&origin=inward,0,Unknown,Unknown
57214279389,Piekarska A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57214279389&origin=inward,0,W07,Katedra Inżynierii Ochrony Środowiska
57214271124,Lis Sylwia,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57214271124&origin=inward,0,Unknown,Unknown
57214240217,de Rosset Aleksander,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57214240217&origin=inward,4,Unknown,Unknown
57214237178,Kordek-Khalil Karolina,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57214237178&origin=inward,4,W03,Katedra Inżynierii Procesowej i Technologii Materiałów Polimerowych i Węglowych
57214222237,Jagódka Paulina,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57214222237&origin=inward,0,Unknown,Unknown
57214099815,Skowronska-Szmer Anna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57214099815&origin=inward,0,Unknown,Unknown
57214091925,Iwan Dominika,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57214091925&origin=inward,0,W03,Katedra Chemii Fizycznej i Kwantowej
57214083379,Włodarska A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57214083379&origin=inward,4,Unknown,Unknown
57214068406,Polańska Bernadetta,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57214068406&origin=inward,0,Unknown,Unknown
57214046825,Ubysz Aleksandra,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57214046825&origin=inward,3,Unknown,Unknown
57214018561,Szewczyk Joanna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57214018561&origin=inward,0,Unknown,Unknown
57213839770,Wrzeszcz Zuzanna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57213839770&origin=inward,0,Unknown,Unknown
57213839325,Gibas Anna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57213839325&origin=inward,0,Unknown,Unknown
57213835997,Owczarek Monika,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57213835997&origin=inward,0,Unknown,Unknown
57213661197,Pawlak Dorota,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57213661197&origin=inward,0,Unknown,Unknown
57213597476,Tyc Aleksandra,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57213597476&origin=inward,7,Unknown,Unknown
57213419613,Pniakowska Anna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57213419613&origin=inward,0,W03,Katedra Inżynierii i Modelowania Materiałów Zaawansowanych
57213417466,Olesiak–Banska Joanna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57213417466&origin=inward,0,Unknown,Unknown
57213371112,Uryga A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57213371112&origin=inward,160,W11,Katedra Inżynierii Biomedycznej
57213361008,Minewicz A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57213361008&origin=inward,0,Unknown,Unknown
57213289711,Kowalska A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57213289711&origin=inward,0,W06,Katedra Górnictwa i Geodezji
57213191099,Grudziński Adam,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57213191099&origin=inward,0,Unknown,Unknown
57213147691,Wróblewska Zofia,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57213147691&origin=inward,0,Unknown,Unknown
57213025964,Bieńkowski A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57213025964&origin=inward,0,W04,Katedra Telekomunikacji i Teleinformatyki
57213019725,Janeczko A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57213019725&origin=inward,5,Unknown,Unknown
57212997801,Maciąg A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57212997801&origin=inward,8,Unknown,Unknown
57212956240,Kwiatkowska Anna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57212956240&origin=inward,9,Unknown,Unknown
57212874665,Brdulak Anna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57212874665&origin=inward,0,W08,Katedra Systemów Zarządzania i Rozwoju Organizacji
57212647535,Walkow Martyna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57212647535&origin=inward,5,Unknown,Unknown
57212537797,Szkaradek Kinga E.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57212537797&origin=inward,0,Unknown,Unknown
57212537733,Bobowski Adam,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57212537733&origin=inward,0,Unknown,Unknown
57212512966,Ulatowska A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57212512966&origin=inward,0,W03,Katedra Inżynierii Procesowej i Technologii Materiałów Polimerowych i Węglowych
57212511638,Urbańska Weronika,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57212511638&origin=inward,0,W07,Katedra Inżynierii Ochrony Środowiska
57212494380,Wasiak Anna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57212494380&origin=inward,0,Unknown,Unknown
57212405541,Smolak Daria,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57212405541&origin=inward,0,Unknown,Unknown
57212405215,Strzeszynska Jagoda,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57212405215&origin=inward,0,Unknown,Unknown
57212386534,Bielecka Aleksandra,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57212386534&origin=inward,16,Unknown,Unknown
57212350423,Juralewicz Ewa,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57212350423&origin=inward,0,Unknown,Unknown
57212305004,Potrząsaj Karolina,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57212305004&origin=inward,0,Unknown,Unknown
57212247547,Dziergowska Katarzyna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57212247547&origin=inward,6,Unknown,Unknown
57212143475,Golletz Weronika,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57212143475&origin=inward,0,Unknown,Unknown
57212138590,Starowicz Adam,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57212138590&origin=inward,0,Unknown,Unknown
57212059307,Wypych A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57212059307&origin=inward,4,Unknown,Unknown
57211939903,Jurczyk Weronika,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211939903&origin=inward,7,Unknown,Unknown
57211755814,Wasilewska Monika,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211755814&origin=inward,0,W04,Katedra Systemów Przetwarzania Sygnałów
57211640415,Mielko Karolina Anna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211640415&origin=inward,0,Unknown,Unknown
57211517709,Kazana Wioletta,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211517709&origin=inward,0,Unknown,Unknown
57211501219,Ochman Agnieszka,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211501219&origin=inward,0,Unknown,Unknown
57211476602,Hrydziuszko Marta,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211476602&origin=inward,0,Unknown,Unknown
57211405617,Marzec Małgorzata,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211405617&origin=inward,0,W04,"Katedra Automatyki, Mechatroniki i Systemów Sterowania"
57211391238,Lubiak Katarzyna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211391238&origin=inward,0,Unknown,Unknown
57211383568,Szlachtac Małgorzata,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211383568&origin=inward,0,Unknown,Unknown
57211293737,Beanas Marta,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211293737&origin=inward,0,Unknown,Unknown
57211253190,Czeryba Monika,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211253190&origin=inward,0,Unknown,Unknown
57211231937,Szewczyk A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211231937&origin=inward,0,Unknown,Unknown
57211231514,Fedoruk Katarzyna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211231514&origin=inward,5,Unknown,Unknown
57211218607,Gabryańczyk Karolina,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211218607&origin=inward,0,Unknown,Unknown
57211215779,Orlińska Sonia,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211215779&origin=inward,0,Unknown,Unknown
57211205408,Kowalek Patrycja,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211205408&origin=inward,13,Unknown,Unknown
57211170456,Lagozna Martyna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211170456&origin=inward,0,Unknown,Unknown
57211170334,Pociejowski Adam,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211170334&origin=inward,0,Unknown,Unknown
57211170242,Lower Monika,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211170242&origin=inward,0,Unknown,Unknown
57211156247,Kondracka Zofia,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211156247&origin=inward,0,Unknown,Unknown
57211146964,Baborska-Naroz Ny Magdalena,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211146964&origin=inward,0,Unknown,Unknown
57211146530,Pawlik Arkadiusz,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211146530&origin=inward,0,Unknown,Unknown
57211145662,Wesoowska Magorzata,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211145662&origin=inward,0,Unknown,Unknown
57211144621,Kuz Ma Joanna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211144621&origin=inward,0,Unknown,Unknown
57211139690,Witek Kamila,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57211139690&origin=inward,5,Unknown,Unknown
57210998082,Dawiec-Liśniewska A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57210998082&origin=inward,20,W03,Katedra Zaawansowanych Technologii Materiałowych
57210997544,Mikulicz Monika,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57210997544&origin=inward,0,Unknown,Unknown
57210992825,Ołnacz Kinga Z.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57210992825&origin=inward,0,Unknown,Unknown
57210956123,Wasiewska Stefania,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57210956123&origin=inward,2,Unknown,Unknown
57210935769,Gryglewska Agnieszka,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57210935769&origin=inward,0,W01,"Katedra Historii Architektury, Sztuki i Techniki"
57210931867,Kot Ewelina,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57210931867&origin=inward,0,Unknown,Unknown
57210769140,Kozłowska Kamila,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57210769140&origin=inward,6,Unknown,Unknown
57210650256,Bogacz S. A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57210650256&origin=inward,0,Unknown,Unknown
57210598644,Wilkowska Aleksandra,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57210598644&origin=inward,0,Unknown,Unknown
57210567723,Wroclawska Politechnika,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57210567723&origin=inward,3,Unknown,Unknown
57210418819,Zielinski Adam M.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57210418819&origin=inward,0,Unknown,Unknown
57210412468,Markowska-Kacznar Urszula,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57210412468&origin=inward,8,Unknown,Unknown
57210364209,Drożdżowska Olga,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57210364209&origin=inward,0,Unknown,Unknown
57210363356,Gławdecka Karolina,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57210363356&origin=inward,0,Unknown,Unknown
57210359589,Kozakiewicz Agata,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57210359589&origin=inward,0,Unknown,Unknown
57210316595,MacHalski Artur,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57210316595&origin=inward,0,Unknown,Unknown
57210217413,Dzidowski Adam,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57210217413&origin=inward,8,W08,Katedra Systemów Zarządzania i Rozwoju Organizacji
57210183757,Drag Marlena,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57210183757&origin=inward,0,Unknown,Unknown
57210173955,Solnica Natalia,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57210173955&origin=inward,7,Unknown,Unknown
57210162160,Brzozowska-Jawornicka Aleksandra,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57210162160&origin=inward,0,W01,"Katedra Historii Architektury, Sztuki i Techniki"
57210056454,Łamasz Agata,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57210056454&origin=inward,10,Unknown,Unknown
57209827878,Wózniak Kinga,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57209827878&origin=inward,6,Unknown,Unknown
57209741082,Dałek Paulina,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57209741082&origin=inward,0,Unknown,Unknown
57209464241,Bartniczak Annika,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57209464241&origin=inward,0,Unknown,Unknown
57209320680,Sobolewski Andrzej,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57209320680&origin=inward,5,W01,"Katedra Architektury Użyteczności Publicznej, Podstaw Projektowania  i Kształtowania Środowiska"
57209309972,Walicka Anna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57209309972&origin=inward,7,Unknown,Unknown
57209309025,Kalka Marta,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57209309025&origin=inward,25,Unknown,Unknown
57209306924,Stawska Magdalena,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57209306924&origin=inward,7,Unknown,Unknown
57209295902,Nosarzewska Martyna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57209295902&origin=inward,0,Unknown,Unknown
57209294446,Świeściak Joanna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57209294446&origin=inward,0,W10,Katedra Inżynierii Pojazdów
57209293991,Ćwilichowska Natalia,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57209293991&origin=inward,0,Unknown,Unknown
57209293583,Moszczyńska Marta,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57209293583&origin=inward,0,Unknown,Unknown
57209292025,Grelich Paulina,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57209292025&origin=inward,0,Unknown,Unknown
57209285562,Borowska Anna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57209285562&origin=inward,0,Unknown,Unknown
57209143171,Abramiuk Angelika,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57209143171&origin=inward,8,Unknown,Unknown
57209140523,Pilarska Barbara,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57209140523&origin=inward,0,Unknown,Unknown
57209134857,Porochoński Artur,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57209134857&origin=inward,0,Unknown,Unknown
57208799929,Rogula Edyta,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57208799929&origin=inward,0,Unknown,Unknown
57208688174,Pawlak–Kruczek Halina,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57208688174&origin=inward,0,Unknown,Unknown
57208668743,Kolodziejczak Monika,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57208668743&origin=inward,0,Unknown,Unknown
57208619538,Boryczka Ewa,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57208619538&origin=inward,8,Unknown,Unknown
57208318333,Wokzowski A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57208318333&origin=inward,4,Unknown,Unknown
57208230066,Moyseowicz Agata,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57208230066&origin=inward,0,W03,Katedra Inżynierii Procesowej i Technologii Materiałów Polimerowych i Węglowych
57208210888,Asejczk-Widlicka Magdalena,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57208210888&origin=inward,0,Unknown,Unknown
57208208196,Szafraniec Agnieszka,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57208208196&origin=inward,0,Unknown,Unknown
57208136102,Sieron A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57208136102&origin=inward,0,Unknown,Unknown
57208081718,Wiśniewska Małgorzata,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57208081718&origin=inward,4,Unknown,Unknown
57208017109,Leginowicz Monika,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57208017109&origin=inward,0,Unknown,Unknown
57208003694,Lisiewicz Marta,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57208003694&origin=inward,0,Unknown,Unknown
57208002048,Filar Agata,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57208002048&origin=inward,0,Unknown,Unknown
57208000056,Rzegocka Malgorzata,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57208000056&origin=inward,0,Unknown,Unknown
57207982724,Kowalczyk Paulina,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57207982724&origin=inward,0,Unknown,Unknown
57207980276,Cwiklinska Agnieszka,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57207980276&origin=inward,0,Unknown,Unknown
57207957310,Kalinka Malgorzata,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57207957310&origin=inward,0,Unknown,Unknown
57207953142,Kozak Aleksandra,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57207953142&origin=inward,4,Unknown,Unknown
57207946871,Kokocińska Patrycja Kokot Vel,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57207946871&origin=inward,0,Unknown,Unknown
57207946311,Braun Magdalena,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57207946311&origin=inward,0,Unknown,Unknown
57207940102,Klimas Olga,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57207940102&origin=inward,4,Unknown,Unknown
57207939341,Zochniak Artur,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57207939341&origin=inward,0,Unknown,Unknown
57207937058,Łoś Beata,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57207937058&origin=inward,0,Unknown,Unknown
57207929754,Mazur-Nowacka A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57207929754&origin=inward,5,W03,Katedra Zaawansowanych Technologii Materiałowych
57207929443,Michalska Żaneta,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57207929443&origin=inward,0,Unknown,Unknown
57207927815,Pustułka Agnieszka,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57207927815&origin=inward,0,Unknown,Unknown
57207886354,Hoffmann Julia Natalia,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57207886354&origin=inward,21,Unknown,Unknown
57207847719,Strugala Adrian,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57207847719&origin=inward,0,Unknown,Unknown
57207758290,Maniecki Åukasz,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57207758290&origin=inward,0,Unknown,Unknown
57207628814,Ambrozak A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57207628814&origin=inward,54,Unknown,Unknown
57207254467,Kisiela-Czajka Anna M.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57207254467&origin=inward,7,W09,"Katedra Mechaniki, Maszyn, Urządzeń i Procesów Energetycznych"
57206940048,Stencel Agata,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57206940048&origin=inward,4,Unknown,Unknown
57206930652,Komorowska Lgorzata,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57206930652&origin=inward,66,Unknown,Unknown
57206726904,Śliżewska Agnieszka,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57206726904&origin=inward,0,Unknown,Unknown
57206274277,Gorska Monika,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57206274277&origin=inward,19,Unknown,Unknown
57206148504,Talik Zofia,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57206148504&origin=inward,5,Unknown,Unknown
57205720639,Maćkała Arleta,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57205720639&origin=inward,2,Unknown,Unknown
57205639916,Grytsko Anna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57205639916&origin=inward,26,W04,Katedra Telekomunikacji i Teleinformatyki
57205578276,Osiewała Angelika,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57205578276&origin=inward,0,Unknown,Unknown
57205572339,Dunal Natalia,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57205572339&origin=inward,0,Unknown,Unknown
57205565483,Cierlik Agata,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57205565483&origin=inward,15,Unknown,Unknown
57205561090,Ignatiuk Żaneta A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57205561090&origin=inward,31,Unknown,Unknown
57205432443,Surmiak Agata,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57205432443&origin=inward,7,Unknown,Unknown
57205336024,Lewandowska A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57205336024&origin=inward,58,Unknown,Unknown
57205286962,Uciechowska A.,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57205286962&origin=inward,3,Unknown,Unknown
57205260707,Gardynik Anna,https://www.scopus.com/author/citedby.uri?partnerID=HzOxMe3b&citedAuthorId=57205260707&origin=inward,47,Unknown,Unknown
