Authors,Link
"Mackiewicz P., Krawczyk B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063478881&doi=10.1520%2fJTE20180128&partnerID=40&md5=ea926ae01d40a16061b401793a7bb6bb"
"Chen J., Wang H., Xie P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077498669&doi=10.1016%2fj.conbuildmat.2019.117960&partnerID=40&md5=a18c0cca8c4eb61404332cbdfb349ebc"
"Yu Y., Tang L., Ling X., Cai D., Ye Y., Geng L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081034630&doi=10.1007%2fs12205-020-0671-4&partnerID=40&md5=e7ff78df3e2ab2ae80f32f013f037b78"
"Skrzypczak I., Kokoszka W., Pytlowany T., Radwański W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076639535&doi=10.1007%2f978-3-030-35543-2_7&partnerID=40&md5=5114032a3b96a922312f2f4889fc5e6f"
"Skrzypczak I., Kokoszka W., Pytlowany T., Radwański W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081690227&doi=10.1007%2f978-3-030-34069-8_3&partnerID=40&md5=4f8bac6ac6b3f8f5e38b8674aac57bc3"
"Mackiewicz P., Szydlo A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076356123&doi=10.1680%2fjmacr.18.00057&partnerID=40&md5=1db3ef6f5ca725d91c5d674322870f7a"
"Li Y., Lyu Y., Xu M., Fan L., Zhang Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075833049&doi=10.3390%2fma122333851&partnerID=40&md5=67957c816609ce9d2d1d4410af8ab796"
"Qin R.-P., Hu S.-S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076685620&doi=10.19721%2fj.cnki.1671-8879.2019.06.003&partnerID=40&md5=b5a7380fe95040701ca027c105320e96"
"Schabowicz K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073720151&doi=10.3390%2fma12193237&partnerID=40&md5=283c47c2c837d9823a71deb1183a3afe"
"Liu K., Dai D., Fu C., Li W., Li S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069661857&doi=10.1016%2fj.applthermaleng.2019.114132&partnerID=40&md5=6b58873d21d5afe26b93803086ea1e76"
