Author(s) ID,Link
"21741200700;7201501740;7003979991;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084074922&doi=10.1016%2fj.micromeso.2020.110237&partnerID=40&md5=58a0f3aad925c6422abcd03c17d2533e"
"57192717970;57208783127;57207952260;6603314621;16309499800;8873685700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082555570&doi=10.1016%2fj.jlumin.2020.117237&partnerID=40&md5=015975735d676a4497c7f8877b1464d4"
"13806412100;36101759500;6603775639;7003840185;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076611039&doi=10.1007%2fs11664-019-07847-7&partnerID=40&md5=a4886ff58f953c9f7649d455f8465a9e"
"37034801400;57215651534;57214251906;57215690755;55600430000;57214247941;57075306600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081552994&doi=10.1016%2fj.msec.2020.110827&partnerID=40&md5=957845d0b8e607dcc325f82f5e243c72"
"57207726225;55389925800;7004380794;56644329400;7005383849;57193547443;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078996782&doi=10.1016%2fj.apsusc.2020.145552&partnerID=40&md5=9f2c08419f6016440247a6bf59c74293"
"57203061635;6505972527;6506764770;6701628481;7103360092;8937758100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079874384&doi=10.1016%2fj.orgel.2020.105656&partnerID=40&md5=b2fd7746d3d131fe5c420303b8b5ce37"
"57214453284;57214457064;8549427100;7103060034;8913180300;6506582246;7003269913;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078757545&doi=10.1016%2fj.materresbull.2020.110809&partnerID=40&md5=055e6154013e4dc8315105b4a0b320ce"
"56147284600;16053553100;55490146100;6602967140;55657889000;6506697637;56410866500;55245818400;55156810100;56024878400;56144795900;7004908243;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083878443&doi=10.3389%2ffchem.2020.00205&partnerID=40&md5=9aeb6bfc10fe3eb6eace998d71e2b903"
"6507187442;57215860512;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082118933&doi=10.1007%2fs00339-020-3464-1&partnerID=40&md5=c42b7a8652278245b22087f7a6ddf324"
"57206926421;56420358000;57197711858;57216505081;57216170249;23973937600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083718154&doi=10.11785%2fS1000-4343.20200211&partnerID=40&md5=a1c06b6441b900431287cc9c47ea7fa9"
"7004074380;24325749100;57209756680;57193427236;6603746535;15127570000;36633153900;57201328857;6507172866;8863255400;6701442935;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082315563&doi=10.1007%2fs00339-020-3432-9&partnerID=40&md5=9862919f7dec0a2eaee5fae2f4eb297a"
"57196193668;7102102183;24166873400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076554208&doi=10.1016%2fj.ceramint.2019.11.170&partnerID=40&md5=804790bafb092f6e3345b30e676fe61e"
"15072415700;57193406053;35484899200;7005151216;35556376500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083724732&doi=10.1021%2facs.cgd.9b00902&partnerID=40&md5=1f5dfeb09db542ab34adb0f4913051d4"
"57076134500;56366078200;56397801800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077164612&doi=10.1016%2fj.materresbull.2019.110750&partnerID=40&md5=75acce7e0a6ebfa869cbb215ec134d82"
"57190740775;57190737942;36450536300;57202378935;35106725800;57215213211;55860798771;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080130058&doi=10.1016%2fj.ijleo.2020.164480&partnerID=40&md5=52d0702e1a63778ae75137aad79baadf"
"55540903900;57211664806;55969589600;57211917256;57188691606;57203572097;56729241800;56413575300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075341576&doi=10.1016%2fj.jallcom.2019.152934&partnerID=40&md5=c94c6e37e8197ea283b2523e12108775"
"57210132151;57193066646;55706399800;57210134826;57210133263;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078636707&doi=10.1016%2fj.jphotochem.2020.112388&partnerID=40&md5=a0ab653b6236b4adec5a7bc59b68253e"
"57204472334;57216590670;57204470945;36608386400;57216583207;57202455819;57216587058;6507369141;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083976507&doi=10.15407%2fubj91.02.099&partnerID=40&md5=fa4a9128b27c632feb37f14f67cd83b1"
"13806412100;36101759500;6603775639;7003840185;55207276800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079237433&doi=10.1007%2fs10854-020-03010-9&partnerID=40&md5=c2dac083192e0ee6e015a891ba7f2057"
"7005462892;16304216500;36070275100;55652938600;7006125534;7003775847;55587456200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075352992&doi=10.1016%2fj.jlumin.2019.116850&partnerID=40&md5=edac33b6d82b4c0d60b2999f9b111c61"
"56019426600;57190747481;57194180683;55963653300;6602335229;7101977060;55290356700;7003979068;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079760406&doi=10.1007%2fs10854-020-03064-9&partnerID=40&md5=c70b7f76cde035e6e7a462484f706c46"
"56532615600;35847548100;13607137200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079570341&doi=10.1007%2fs00339-020-3376-0&partnerID=40&md5=0db3e452b2b114cb557dff1846f345ca"
"57195348384;55508824800;57212134305;7403084818;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075982139&doi=10.1016%2fj.talanta.2019.120538&partnerID=40&md5=55e00c7b18e3aa3095bbd790562c39a1"
"12797564400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081087670&doi=10.1116%2f1.5141992&partnerID=40&md5=202a5373699a3ec247498962b6b75871"
"35111143800;7003414138;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082884850&doi=10.3390%2fmi11030330&partnerID=40&md5=c001423e8f52de205e733e4b76ba3985"
"57201689436;57190938180;57208469671;57203077280;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075996481&doi=10.1016%2fj.jlumin.2019.116912&partnerID=40&md5=882228965376507056fe5576f8b11aca"
"54387527700;6507428141;57189246152;57202534499;7006576246;57213933566;7101822002;6602118967;8367736300;6602702841;56496508700;7007054901;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081590869&doi=10.1021%2facsanm.9b02175&partnerID=40&md5=011c223f16415f7dfe582fc96c83d830"
"7004401819;8779366200;7401527656;23109171100;7007012322;7003847133;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079736454&doi=10.1039%2fc9cs00129h&partnerID=40&md5=dbb9fe21671cb07f82df9a50d1d12cdf"
"56071365200;57214954540;57195944403;36067280700;27168857700;8284072800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079575528&doi=10.1039%2fc9tc05894j&partnerID=40&md5=76a68c3b5c7aa013384102a16ea58868"
