Authors,Link
"Ding L., Axinte D., Butler-Smith P., Abdelhafeez Hassan A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079610504&doi=10.1016%2fj.wear.2020.203238&partnerID=40&md5=d077c3831fde90eed2a26c2104f4633d"
"Ye J., Zhang Y., Zhang K., Wang W., Liu X., Liu K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078858581&doi=10.1007%2fs11249-020-1271-7&partnerID=40&md5=4df7de8fba2e960fd2124d28ed5ebfab"
"Bognár G.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080862675&doi=10.3390%2fapp10041422&partnerID=40&md5=1ff1a81e55aa0ec5462bb3e24158c668"
"Blutmager A., Spahn T., Varga M., Friesenbichler W., Riedl H., Mayrhofer P.H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074264123&doi=10.1002%2fpen.25261&partnerID=40&md5=02453e4c81032e2741518e50231710ec"
"Nunthavarawong P., Sacks N., Botef I.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071441440&doi=10.1016%2fj.ijrmhm.2019.105067&partnerID=40&md5=2aa6cd087bb718ef56c935758b46771b"
"Sakakihara Y., Watatani K., Terao K., Shimokawa F., Takao H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078701329&doi=10.1109%2fSENSORS43011.2019.8956814&partnerID=40&md5=88e6839a60a7283fb3f8039dccb280f7"
"Shi Y., Zhou S.-T., Heng Z.-G., Liang M., Wu Y., Chen Y., Zou H.-W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072838311&doi=10.1021%2facs.iecr.9b02046&partnerID=40&md5=7b8fb26fb697fcd2fb96c0184432d407"
"Ud Din I., Panier S., Hao P., Franz G., Bijwe J., Hui L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062822358&doi=10.1016%2fj.triboint.2019.03.010&partnerID=40&md5=f80a977b63909e34dbc03ac66f1f3ee9"
"Bi Z., Mueller D.W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065637992&doi=10.1007%2fs40544-018-0224-8&partnerID=40&md5=2d867696141e54bd914ac3be263f9740"
"Ye J., Zhang K., Gao T., Zhang Y., Liu X., Liu K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064152379&doi=10.1007%2fs11249-019-1171-x&partnerID=40&md5=68f1f1e2a93ded5707ea5380bce7b72d"
"Barszczewska A., Pitkowska E., Litwin W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069656329&doi=10.2478%2fpomr-2019-0034&partnerID=40&md5=5a1aa61494faa6a1be9617935aaa0680"
"Kamerling S., Schlarb A.K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062807101&doi=10.1016%2fj.compscitech.2019.03.011&partnerID=40&md5=25afdffcfb706bcdd57a820326df51ec"
"Sokolska J., Sokolski P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063289085&doi=10.1007%2f978-3-030-04975-1_79&partnerID=40&md5=d3ecf45a8b250e48a70a1f3359a1aca9"
"Romanik G., Jaszak P., Rogula J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070681487&doi=10.1515%2feng-2019-0028&partnerID=40&md5=615310c1877d9f2dde054c507de43a3e"
"Ptak A., Kowalewski P., Michalska Ż.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063302634&doi=10.1007%2f978-3-030-04975-1_64&partnerID=40&md5=299f096ae465b6a46d04628e1c3ebff7"
"Nunez E.E., Gheisari R., Polycarpou A.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051643496&doi=10.1016%2fj.triboint.2018.08.002&partnerID=40&md5=f3e9a4f229a9e8dab52cce2142aff19f"
"Kurdi A., Chang L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059670148&doi=10.3390%2flubricants7010002&partnerID=40&md5=ca84f166538400ad5fbf8d5e9a4185aa"
"Bernat S., Brink A., Lucas M., Espallargas N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050734829&doi=10.1115%2f1.4040078&partnerID=40&md5=c92f9a3ea77aafb7c8989968300ebca6"
"Pinedo B., Hadfield M., Tzanakis I., Conte M., Anand M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048464120&doi=10.1016%2fj.triboint.2018.05.032&partnerID=40&md5=2fff46537344bf974a39bec1fe0b9485"
"Tuominen J., Pajukoski H., Vuoristo P., Thieme S., Nowotny S., Näkki J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054162540&doi=10.1002%2fmawe.201800013&partnerID=40&md5=b2855990af7318b29c0a15985b5170d2"
"Iyer S.B., Dube A., Dube N.M., Roy P., Sailaja R.R.N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048823372&doi=10.1016%2fj.jmbbm.2018.06.006&partnerID=40&md5=78e43105c4aee52f3a7ba042fd90eee5"
"Su L., Gao F., Tao H., Han X., Fu R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044086111&doi=10.1177%2f1350650117726887&partnerID=40&md5=b1872b2771f157c38404172455625b3a"
"Arnold C., Hey J., Setz J.M., Boeckler A.F., Schweyen R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032840001&doi=10.1007%2fs00784-017-2224-x&partnerID=40&md5=b7d6e28926562cf655afaf24b39160c7"
"De Meurechy N., Braem A., Mommaerts M.Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032996109&doi=10.1016%2fj.ijom.2017.10.001&partnerID=40&md5=00f77746f573b39c524b8cef9f860f83"
