Author(s) ID,Link
"55446477000;57208322156;23501181800;23009441800;57215584089;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081251379&doi=10.1016%2fj.bbe.2020.01.015&partnerID=40&md5=5d14a3649514810b77e0e6df51844e3d"
