Author(s) ID,Link
"6602658925;56734389300;7003372047;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079914636&doi=10.1016%2fB978-0-12-814599-9.00003-1&partnerID=40&md5=84636da16f917952156fe412361bfb97"
