Author(s) ID,Link
"36473455800;7005019426;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048447993&partnerID=40&md5=a37391630a3f9ea91da7d9ccdee99a93"
"36473455800;9235540100;25626798300;7005019426;6701726588;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962331779&doi=10.1016%2fj.snb.2016.03.083&partnerID=40&md5=82f552f578f2c85bee14588f5d77645d"
"36473455800;7005019426;9235540100;25626798300;6701726588;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983319466&partnerID=40&md5=57d520e01c6c6ea6818969bbbcbf726d"
