Author(s) ID,Link
"6507186617;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949625692&doi=10.1007%2fs10958-015-2377-6&partnerID=40&md5=881861504f0d5073c41323c07897f256"
"37088390300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872318508&doi=10.1007%2fs10587-012-0075-9&partnerID=40&md5=833f8dddd70d6b9f911a631debef5fed"
