Author(s) ID,Link
"55558010000;8958237400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074918788&doi=10.1109%2fSPS.2019.8881999&partnerID=40&md5=08b9927aa9b83e41e53eec92fab7a50b"
"55558010000;8958237400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057323993&doi=10.1109%2fICSES.2018.8507277&partnerID=40&md5=664c56efb075a343f819ecb9a5c6cf1a"
"23135321000;55558010000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887901173&doi=10.2478%2feletel-2013-0008&partnerID=40&md5=acbed30395a8c3931f932e81102e0a3a"
