Author(s) ID,Link
"51161341400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997840837&doi=10.1109%2fPAEE.2016.7605125&partnerID=40&md5=0ce64bc53daf7a2092d245b0cab0bc90"
"17433250000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-63849173813&partnerID=40&md5=99e91e21390fed7383316b9ff8ba0802"
