Author(s) ID,Link
"56600807500;40461489200;57116307700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045858562&doi=10.4018%2f978-1-5225-5191-1.ch066&partnerID=40&md5=ea3084da27415c199c22d38b0bb0c110"
"15132409800;57195287284;55892139700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039460374&doi=10.1007%2f978-3-319-72453-9_32&partnerID=40&md5=4feb0639e939e74de99c1cd959f5fd9c"
"56600807500;40461489200;57116307700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958117376&doi=10.4018%2f978-1-4666-7308-3.ch014&partnerID=40&md5=5890340bf51843836eef4de80d8cfd3e"
"56600807500;24721247800;40461489200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928138008&doi=10.1109%2fCICT.2015.163&partnerID=40&md5=b2c250ea5e0e02e9d6fea2272140f77c"
