Author(s) ID,Link
"15724743400;55897182700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955717400&doi=10.1016%2fj.autcon.2010.02.004&partnerID=40&md5=1bfc0fb82057c8bab7cead97c9cf9f33"
"14018197500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73249150378&partnerID=40&md5=bd9785460ea2c2ca6da82324945513ea"
"14018197500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350650985&doi=10.3846%2f1392-8619.2009.15.437-452&partnerID=40&md5=d7958664f44ebd8f56f8acc8cdf10ca8"
