Authors,Link
"Chi Z.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064445693&doi=10.1007%2fs10959-019-00898-w&partnerID=40&md5=7c2c5ed26895e794360847879cafdaf0"
"Chen X., Chen Z.-Q., Wang J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074488184&doi=10.1016%2fj.spa.2019.10.004&partnerID=40&md5=4db54d050fdfdb2a6937b46d9e9419b6"
"Bogdan K., Grzywny T., Pietruska-Pałuba K., Rutkowski A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072075147&doi=10.1016%2fj.matpur.2019.09.005&partnerID=40&md5=2adadb63f12ad4fafbd5d5254a2e4250"
"Coville J., Hamel F.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069679494&doi=10.1016%2fj.na.2019.07.002&partnerID=40&md5=a6ecaf4d3ff95ddbca3c9707ea10e746"
"Grzywny T., Jakubowski T., Żurek G.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073923597&doi=10.1007%2fs40840-019-00738-4&partnerID=40&md5=527c82564fb133dc242c696fbff9e5db"
"Fall M.M., Jarohs S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082407183&doi=10.1007%2fs11118-020-09842-8&partnerID=40&md5=c87748ed8214ed8f2132f7e1bd84a803"
"Bhakta M., Biswas A., Ganguly D., Montoro L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083315658&doi=10.1016%2fj.jde.2020.04.022&partnerID=40&md5=87f1461c635629fb20699162c6c75a37"
"Ryznar M., Serafin G., Żak T.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083990206&doi=10.1007%2fs11118-020-09837-5&partnerID=40&md5=f2842775611fcee5ca4e05ffcff27303"
"Abdellaoui B., Peral I., Primo A., Soria F.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084244311&doi=10.1016%2fj.na.2020.111942&partnerID=40&md5=33313d8d2c675dffcde4eeca3ef01e9e"
"Grzywny T., Szczypkowski K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068204371&doi=10.1016%2fj.jde.2019.06.013&partnerID=40&md5=5f2a63fb36f1812e8c8564f3171d25c4"
"Li K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072569947&doi=10.3934%2fdcdsb.2019065&partnerID=40&md5=bc6cca268dbd44b11c5fa0960472b448"
"Lou S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050483005&doi=10.1016%2fj.spa.2018.07.001&partnerID=40&md5=92ab05a139c7f8afcb857364749d5d4d"
"Lv G., Duan J., Gao H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057777870&doi=10.1016%2fj.camwa.2018.11.027&partnerID=40&md5=658395f3d777e817d75fafd89003215d"
