Author(s) ID,Link
"42262733600;6602630927;35247858500;24483090400;6602883260;6701482696;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896785779&partnerID=40&md5=7de5949a41c09569b3c16629625db929"
