Author(s) ID,Link
"54883976500;35085100700;14013506800;36894681400;57069963500;57191903345;16644923000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019876863&partnerID=40&md5=ae16980917df860fea6e28ce0dab4c25"
