Author(s) ID,Link
"57213604133;57213588669;57195939191;34771890400;8971393400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077853900&doi=10.1080%2f01969722.2019.1705552&partnerID=40&md5=2b9fd9bbd3247151ea6fbc7d09c82156"
"57213604133;57215897225;57195939191;34771890400;8971393400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082295395&doi=10.1007%2f978-3-030-41964-6_54&partnerID=40&md5=9d91e2fec99a491668b9984fad927a78"
