Author(s) ID,Link
"24530507200;24529641400;57190601690;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985304805&doi=10.1002%2flipi.19830850807&partnerID=40&md5=2a312e9c43875123b7d5221df9fe695d"
