Author(s) ID,Link
"57201799376;22952871800;55911954000;57196225118;56784766200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073321436&doi=10.5004%2fdwt.2019.24466&partnerID=40&md5=48480852e02ee6d8252de215690023a3"
