Author(s) ID,Link
"7005338542;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-26044446189&doi=10.1016%2f0040-6031%2889%2985243-8&partnerID=40&md5=2227c6701c2dea7d66056d1188d57657"
