Author(s) ID,Link
"55492884900;7406891111;56222566000;36440898500;57216666765;57209528407;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082719327&doi=10.1016%2fj.ejsobi.2020.103185&partnerID=40&md5=88b3ce9867af67953bff75390519e491"
