Author(s) ID,Link
"7006417312;7801692669;7003367378;57213096842;7006460795;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027574719&doi=10.1016%2f0167-9317%2893%2990074-F&partnerID=40&md5=a1f08b1608e3111aa74dfb4132a950df"
