Author(s) ID,Link
"35103994000;36682161100;23394084900;57196891246;41662130800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865561774&partnerID=40&md5=66b3e8d8a72d87e9467cf2c025f9c860"
