Authors,Link
"Xue Y., Bai C., Qiu D., Kong F., Li Z.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077952903&doi=10.1016%2fj.tust.2020.103287&partnerID=40&md5=4ebfae5346c912b0706b885f1c43bcab"
"Tuncer T., Dogan S., Subasi A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079531863&doi=10.1016%2fj.bspc.2020.101872&partnerID=40&md5=fe3e60489e79c2ef56a1daa97b75bc3a"
"Trajdos P., Kurzynski M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065839942&doi=10.1007%2f978-3-030-19738-4_33&partnerID=40&md5=b4814aeedeb9520006814bd0da72f14b"
"Elmi J., Eftekhari M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077680127&doi=10.1007%2fs00500-020-04668-3&partnerID=40&md5=bc8688a61c1abd8c2c056323eeb5e052"
"Subasi A., Qaisar S.M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084118619&doi=10.1007%2fs12652-020-01980-6&partnerID=40&md5=ce6a2c641cfb48dc1cdb679a418ed76d"
"Zou Z.-Y., Wu X.-W., Chen Y.-M., Bie Y.-B., Wang L., Lin P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076273887&doi=10.3964%2fj.issn.1000-0593%282019%2911-3571-08&partnerID=40&md5=74704f593419f3ca6c40c16727e58c13"
"Kurzynski M., Wolczowski A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077592380&doi=10.1109%2fATC.2019.8924513&partnerID=40&md5=8878bd68b856d434dc0dac3e572b7223"
"Costa J.D., Jr., Faria E.R., Silva J.A., Gama J., Cerri R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077039333&doi=10.1109%2fBRACIS.2019.00034&partnerID=40&md5=76ee5ae4bfa84d98b162942b8fe2bc16"
"Likhachov N.A., Likhachov A.V.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078021916&doi=10.1109%2fFarEastCon.2019.8933849&partnerID=40&md5=c69b55e0aac030f686eb6f26cfe2abc9"
"Gao Z., Zand M., Ruan J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079285200&doi=10.1109%2fDSAA.2019.00038&partnerID=40&md5=3da7d95f7fc5c9f7f0ae3f79e5c82fd8"
"Skryjomski P., Krawczyk B., Cano A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065140025&doi=10.1016%2fj.neucom.2018.06.095&partnerID=40&md5=6871d78aa79d290b7ca9d7b5d90cc931"
"Costa Junior J.D., Faria E.R., Silva J.A., Gama J., Cerri R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073215164&doi=10.1109%2fIJCNN.2019.8851788&partnerID=40&md5=05c8f237b2c02e231f24c0de90496e71"
"Mikalsen K.Ø., Soguero-Ruiz C., Bianchi F.M., Jenssen R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060984659&doi=10.1016%2fj.patcog.2019.01.033&partnerID=40&md5=b90d5585a87fabf1e6823c99b7eab3f2"
"Xiaodan Z., Hongye Q.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068841789&doi=10.21629%2fJSEE.2019.03.14&partnerID=40&md5=02a523fb293141d640be2c99f03f99ac"
"Kurzynski M., Trajdos P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062836176&doi=10.1109%2fCISP-BMEI.2018.8633169&partnerID=40&md5=c2bb8ec370881dbda1a6f2b5153bbb23"
"Błędowski M., Wołczowski A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073447847&doi=10.14313%2fJAMRIS%2f2-2019%2f17&partnerID=40&md5=eb211379b68366a8217391591a6b4bcb"
"Trajdos P., Kurzynski M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076255116&doi=10.1007%2f978-3-030-33676-9_40&partnerID=40&md5=4cdbb6ef2bbe513f7144e45fbaa80466"
"Martínez-Toro G.M., Rico-Bautista D., Romero-Riaño E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061196326&partnerID=40&md5=08a7816b1f6c9e9c43f5547f29fea2e3"
"Bordel B., Alcarria R., Martín D., Sánchez-De-Rivera D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076368310&doi=10.3233%2fICA-190604&partnerID=40&md5=022346e756ff2c513423d840862f1cb0"
"Jiang Z., Mondschein A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069687231&doi=10.5198%2fjtlu.2019.1409&partnerID=40&md5=8c2f8354aa3d95c6877da135fb1388fa"
"Subasi A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080810528&doi=10.1016%2fB978-0-08-102420-1.00017-0&partnerID=40&md5=7adb261a52eaf8fceccf2fc5ac508265"
"Alattas A.M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061510145&doi=10.1109%2fNCG.2018.8592966&partnerID=40&md5=e042a4da776079764c940a0a41a45d2f"
"Trajdos P., Kurzynski M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042766602&doi=10.1142%2fS0129065717500629&partnerID=40&md5=fcb368f2a65d761bf203b23b94b6f7f4"
"Lustosa Filho J.A.S., Canuto A.M.P., Santiago R.H.N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045555965&doi=10.1016%2fj.eswa.2018.04.002&partnerID=40&md5=4e0a834f76d1dfbd9119cde7a9e431ad"
"Doroz R., Kudlacik P., Porwik P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047753853&doi=10.1016%2fj.ins.2018.05.049&partnerID=40&md5=985d787caf2a293155bd427457580664"
"Krawczyk B., Cano A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041112074&doi=10.1016%2fj.asoc.2017.12.008&partnerID=40&md5=eba1cc5a86957328d9678edf6ae6a7cf"
"Subasi A., Alharbi L., Madani R., Qaisar S.M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049997039&doi=10.1109%2fICASET.2018.8376887&partnerID=40&md5=961b9cc29200863629099a97edf673cd"
"Cruz R.M.O., Sabourin R., Cavalcanti G.D.C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029576522&doi=10.1016%2fj.inffus.2017.09.010&partnerID=40&md5=b03d0e2f00d7e760556d622136ac4b5f"
"Miller S.J., Uyehara S., Vosburgh Z., Moffatt J., Banske B., Tan D., Lowrance C.J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050681649&doi=10.1109%2fURTC.2017.8284193&partnerID=40&md5=826edf6e2da86bdd2517e2eeb443d3a8"
"Trajdos P., Kurzynski M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041436428&doi=10.1016%2fj.patrec.2018.01.012&partnerID=40&md5=d9b4c18842e5dac8ca0e1edd4d54f52a"
"Skobel M., Kowal M., Korbicz J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019173151&doi=10.1007%2f978-3-319-59162-9_34&partnerID=40&md5=bcb933272a80867ff83d7f25b7b4a8cb"
"Zieliński S.K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048056771&doi=10.1007%2f978-3-319-91262-2_43&partnerID=40&md5=50b0c4d37d3fc83cfca94bc2ae4961ab"
"Koziarski M., Krawczyk B., Woźniak M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030315529&doi=10.1007%2fs10044-017-0655-2&partnerID=40&md5=be2b398583a8bc7b988b4f64595eb160"
"Wrobel K., Doroz R., Porwik P., Naruniec J., Kowalski M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021065444&doi=10.1016%2fj.engappai.2017.06.003&partnerID=40&md5=b4fd3d98d34ed736cf9cdb819f0010e2"
"Krawczyk B., Minku L.L., Gama J., Stefanowski J., Woźniak M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011884671&doi=10.1016%2fj.inffus.2017.02.004&partnerID=40&md5=7fbd60b614cf5ec63ae0fd16bda28573"
"Kurzynski M., Jaskolska A., Marusiak J., Wolczowski A., Bierut P., Szumowski L., Witkowski J., Kisiel-Sajewicz K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020874695&doi=10.1016%2fj.compbiomed.2017.06.010&partnerID=40&md5=d232c390ba1a817c2cbd02df06936152"
