Author(s) ID,Link
"7003608998;55932273900;7103360092;7004062643;7003695957;6604093594;7003631065;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031704287&doi=10.1002%2f%28SICI%291099-0712%28199801%2f02%298%3a1%3c9%3a%3aAID-AMO322%3e3.0.CO%3b2-U&partnerID=40&md5=61aed9fe7cb6d66c0094405fdd471979"
"7003608998;55932273900;7103360092;7004062643;7003695957;6604093594;7003631065;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58049153482&doi=10.1117%2f12.276208&partnerID=40&md5=fb276db369ba6db5b38a260976a4f15c"
