Author(s) ID,Link
"57215834773;6603460479;56505477200;57204362230;54079482900;57205332617;6507845763;8226012300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081999177&doi=10.1016%2fj.bioorg.2020.103773&partnerID=40&md5=77fcb3d0128f65c40465e2137f4442aa"
