Author(s) ID,Link
"55696922000;56615133800;7004751636;7006099003;7005321383;55897778500;7801475236;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047464260&doi=10.1016%2fj.electacta.2018.05.116&partnerID=40&md5=25a05a738f0313972b9fb4c837d766e7"
"25652315700;37061601800;13805114500;54403869200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939633215&doi=10.1016%2fj.microrel.2015.08.004&partnerID=40&md5=122cc204d9427ff38d9f234d6b292200"
"56510297700;6507116472;13408283500;7003876371;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872582569&doi=10.1016%2fj.tsf.2012.11.020&partnerID=40&md5=e2d4c110628b9b40efffd077bb58d380"
