Author(s) ID,Link
"56763298400;56212649500;57196190754;57196193753;57196040317;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032193403&partnerID=40&md5=89e012305065c82d919bf94a8c08fc68"
"35345469600;34879840500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962527727&doi=10.1016%2fj.ergon.2016.02.002&partnerID=40&md5=14fcd6b1924c9acf24ddf32d94d38753"
"56964923200;56965055300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947340741&doi=10.1007%2f978-3-319-21006-3_40&partnerID=40&md5=117732c5a4ba3cf95f0918af7431d289"
"56964923200;56965055300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962606638&partnerID=40&md5=ea25602a2f10479830dba54ebb1736a7"
