Author(s) ID,Link
"35172675200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970004923&doi=10.1108%2fBPMJ-07-2015-0101&partnerID=40&md5=3377a989e6bed799ea7af2cc6a3c0aa9"
