Author(s) ID,Link
"8295548500;55972384400;21234044800;9742204100;57191010144;36573495500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071935174&doi=10.15199%2f62.2016.9.17&partnerID=40&md5=fb01054bdb1ca3baa2df096515116b61"
