Author(s) ID,Link
"57205693933;7101745653;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075835327&doi=10.1016%2fj.jallcom.2019.153000&partnerID=40&md5=d9475f148d687c2089b5cf5acc81e17a"
"57189069918;22993818600;24482150800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074128682&doi=10.1016%2fj.porgcoat.2019.105313&partnerID=40&md5=49d51596b0246c8b54815a0ca684438e"
"37036063100;56971143200;7005041986;48861948000;57209472744;57192909475;57209464645;57206352981;7005095644;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067883717&doi=10.1016%2fj.jmatprotec.2019.116263&partnerID=40&md5=a6c7e690ca9764e3c52b189a64b07799"
"57212219015;57197096932;36485385900;57212216721;57212219383;57212221108;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076245497&doi=10.1088%2f2053-1591%2fab5606&partnerID=40&md5=55fb395433f80f6f4769e1b79d1dcf93"
"55843520300;57202906696;35328686800;57191578867;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068014220&doi=10.1016%2fj.ceramint.2019.06.177&partnerID=40&md5=05acedb2cbbf38d60b61151644bb42a7"
"57189001507;57200411281;57207929754;7005664824;6508294435;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063268437&doi=10.1016%2fj.surfcoat.2019.03.032&partnerID=40&md5=a0db67947bb158dda26576dcb9880a62"
"54400163600;55723131500;7402687946;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065787282&doi=10.1063%2f1.5089778&partnerID=40&md5=d02f981f94329a66572b4758c9e2fa03"
"57204536479;55576964800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065989189&doi=10.3788%2fCO.20191202.0199&partnerID=40&md5=137e6bf0ec28c67e985408bcb8bb4b2c"
"6507421797;57199289441;16053530300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062495518&doi=10.1088%2f1757-899X%2f465%2f1%2f012001&partnerID=40&md5=4de5025df8c80249435b31c8429b5163"
"57197786486;7401973391;35307120600;57194382361;57200105369;6603722554;7403739300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057346198&doi=10.1007%2fs00339-018-2243-8&partnerID=40&md5=8b8c8c172c0b084cb87536c476942a1e"
"57189001507;6508294435;25928389400;6602259616;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050967242&doi=10.1088%2f1555-6611%2faac507&partnerID=40&md5=9c4595d2e439c6558ae27854768c7200"
"57104899100;56915273600;55656200200;23018365300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051643351&doi=10.1016%2fj.corsci.2018.07.016&partnerID=40&md5=1065a00fbb2df7dcab0551ef61288710"
"57188686805;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045935412&partnerID=40&md5=38876d498e41c14a1d3a2bf55c1c6569"
"57196471901;23018365300;57190594699;7005754165;57196467481;57196467957;55474844700;57213080022;56432535900;7101707345;57196464846;57196474746;57196465589;35315679000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033482505&doi=10.1016%2fj.jhazmat.2017.10.064&partnerID=40&md5=4d07bbb43623f9f12f41b71200950b9a"
"56716251800;6507974706;57196236332;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058882419&doi=10.5593%2fsgem2018%2f5.2%2fS20.111&partnerID=40&md5=8cfc8ef795ba7947c4f3891520b47084"
"57200178578;55715370900;57200179845;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040086887&doi=10.1088%2f2053-1591%2faa9afa&partnerID=40&md5=633f166278ade05f2df34b35ad7fbfa2"
"56905015300;55479795400;25960803400;13104360800;56247389200;36117712100;12791370600;9250298300;56303145700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026839362&doi=10.1038%2fs41598-017-07373-8&partnerID=40&md5=5150614a6186a2c5fa1df6c2fcbacce7"
"57104899100;56915273600;55656200200;23018365300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033498302&doi=10.1007%2fs11665-017-3053-4&partnerID=40&md5=fe13d3e485748a6f0654c16b3a89d408"
"37067110600;56971143200;6701535126;56377194800;37036063100;57190487236;57215057648;57206352981;57192909475;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008883828&doi=10.1007%2fs11082-016-0876-4&partnerID=40&md5=dbadf153014af16d89f09d0a2a2f496e"
"6506457697;56327968600;56119512400;23477368500;6508038223;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006142627&doi=10.1364%2fAO.55.000D35&partnerID=40&md5=6f093a69a7bdaa992e1f5d0382c9c145"
