Author(s) ID,Link
"7402215531;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023632876&doi=10.1016%2f0265-3036%2887%2990022-4&partnerID=40&md5=015e00115a6d82b6d080a9c8fab740ad"
