Authors,Link
"Gebert M., Rojas-Molina C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082960865&doi=10.1007%2fs10955-020-02533-z&partnerID=40&md5=add1b2b5c72f5d91f2f835b104f5e076"
"Kaleta K., Lorinczi J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060680478&doi=10.1142%2fS0219199719500020&partnerID=40&md5=f8169ca0ac7d3a9494cc71b3cc095cff"
"Kaleta K., Lőrinczi J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069196127&doi=10.1007%2fs00220-019-03515-3&partnerID=40&md5=6d6a32867cae43f424690834b35c4f1a"
"Kaleta K., Pietruska-Pałuba K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057045643&doi=10.1007%2fs11118-018-9747-x&partnerID=40&md5=8464e3299ee7d56d9b02c3019f0de4b2"
"Kaleta K., Pietruska-Pałuba K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083377221&doi=10.1016%2fj.jfa.2020.108575&partnerID=40&md5=0d286b25c35128b18d66148a4b1cd9e9"
"Grzywny T., Kim K.-Y., Kim P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064761317&doi=10.1016%2fj.spa.2019.03.017&partnerID=40&md5=9fd3bcb1474e26c61e4fc1b8e681c649"
"Cho S., Kim P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078068804&doi=10.1016%2fj.spa.2020.01.002&partnerID=40&md5=61e453fb055a1a61f0d4b6c7962381de"
"Takeda M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060241185&doi=10.1007%2fs10959-019-00878-0&partnerID=40&md5=272266a5fccd5f881dc6fb4191aea5f9"
"Li B., Xiao Y., Yang X.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052962464&doi=10.1007%2fs10959-018-0857-6&partnerID=40&md5=7682af39aedec984bc38b3e36adab97a"
"Grzywny T., Ryznar M., Trojan B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078897272&doi=10.1093%2fimrn%2frnx324&partnerID=40&md5=8e564a60cd30ce8bbaa0202f19e2ed49"
"Grzywny T., Szczypkowski K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068204371&doi=10.1016%2fj.jde.2019.06.013&partnerID=40&md5=5f2a63fb36f1812e8c8564f3171d25c4"
"Kaleta K., Olszewski M., Pietruska-PaŁUba K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073010399&doi=10.1142%2fS0218348X19501044&partnerID=40&md5=a01d39d2a2c51868df0b5f28ce771deb"
"Bae J., Kang J., Kim P., Lee J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076731065&doi=10.1214%2f18-AOP1323&partnerID=40&md5=7d4d7e8d25cff8d5ec6b03c8737a58f1"
