Author(s) ID,Link
"55904478000;57216456175;7004606803;54681621300;57210412399;56215224600;7004284991;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083582832&partnerID=40&md5=aff671fe43676168dc0befc83e714a08"
