Author(s) ID,Link
"6602944362;6602644033;8535537900;6701572235;6701515172;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845473070&doi=10.1109%2fCAOL.2005.1553983&partnerID=40&md5=e14e8fa13d34be3e45ff81916e19d960"
