Author(s) ID,Link
"35261435100;21834460700;57190343483;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979231401&doi=10.1002%2fcjs.11292&partnerID=40&md5=74748fec476b1133544b61aaaa65b831"
"55980582900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034586986&doi=10.1007%2fs13171-015-0067-6&partnerID=40&md5=4ea5b0eec6307fbe084ff0051839dfe8"
"55980582900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973333559&partnerID=40&md5=3690876ed8e9e674f83b6192fdb21802"
"6602079687;35743899400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941740986&doi=10.1080%2f00949655.2014.983110&partnerID=40&md5=327d64ff3234a1184ea19602981b64a5"
"7005611791;55639644400;7402447103;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875762537&doi=10.1017%2fS0266466612000370&partnerID=40&md5=53ce20801976532dd4c08468559b4745"
"6602586564;55980582900;8670398700;7101796814;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956270969&doi=10.1016%2fj.jspi.2010.06.007&partnerID=40&md5=755317b4a5c9da795ca4aa60c02c763f"
"6602299077;6602079687;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-6644220040&doi=10.1023%2fA%3a1014669423096&partnerID=40&md5=3c963de5e48371c2c927a5deb4e1be31"
"6602299077;6602079687;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030363428&doi=10.1214%2faos%2f1069362306&partnerID=40&md5=54e0740532c0e05bd94a31193e6fc6ca"
"7102394377;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-21844490718&doi=10.1007%2fBF01375824&partnerID=40&md5=1849bf529a39d63ae1f15a388d095f55"
"7005906754;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-21844509253&doi=10.1080%2f00949659508811675&partnerID=40&md5=790f030b6579aa06f7c7de133b1d7301"
"6602079687;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-21844521889&doi=10.1080%2f01621459.1994.10476834&partnerID=40&md5=914bf6737599578299f52d02af35f222"
