Authors,Link
"Bandyopadhyay D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058273447&doi=10.1007%2fs11224-018-1239-5&partnerID=40&md5=fc4c6a25c20bc8cda19823acafc8cd00"
"Cougnon F.G., Depla D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065796419&doi=10.3390%2fcoatings9050299&partnerID=40&md5=816dbdc27ca487f444ad5055b9d40992"
"Lu S.-J., Farooq U., Xu H.-G., Xu X.-L., Zheng W.-J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065741150&doi=10.1063%2f1674-0068%2fcjcp1902036&partnerID=40&md5=3801e6b853963b39015ccdad7b67e2ae"
"Nowak D., Turkiewicz M., Solnica N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069772182&doi=10.3390%2fCOATINGS9020120&partnerID=40&md5=8bf9832f4ed83240512c6e69dc0f1366"
"Tran Q.T., Lu S.-J., Zhao L.-J., Xu X.-L., Xu H.-G., Tran V.T., Li J., Zheng W.-J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045070478&doi=10.1021%2facs.jpca.8b01366&partnerID=40&md5=bab2833df010f24e750565b9abc2a7bb"
"Balakrishnan V., Phan H.P., Dinh T., Dao D.V., Nguyen N.T.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029167602&doi=10.3390%2fs17092061&partnerID=40&md5=5d1fde65a1673b0f7d0f0281bf155c0f"
"Wolansky D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027157617&doi=10.1109%2fIITC-AMC.2017.7968942&partnerID=40&md5=757ef3a7adc1e6607840d4a31b7f0279"
"Zhao X.H., Li H.T., Jiang S.W., Zhang W.L., Jiang H.C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016151291&doi=10.1016%2fj.tsf.2017.03.044&partnerID=40&md5=f67a1af2b76dd5c3ca9ba9f6cac8533c"
"Zhao X., Li H., Yang K., Jiang S., Jiang H., Zhang W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006868381&doi=10.1016%2fj.jallcom.2016.12.234&partnerID=40&md5=e2df5f3f29f3e48042280a641f89fcdf"
"Etxebarria J., Berganzo J., Elizalde J., Llamazares G., Fernández L.J., Ezkerra A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983668024&doi=10.1016%2fj.snb.2016.05.044&partnerID=40&md5=5aa927b7f4380555596496e72164fa61"
"Lu S.-J., Hu L.-R., Xu X.-L., Xu H.-G., Chen H., Zheng W.-J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979905234&doi=10.1039%2fc6cp00373g&partnerID=40&md5=9e2a76d56686b8a533df1f5c8e782660"
"Markowski P., Prociów E., Urbaniak Ł.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937397505&doi=10.1108%2fMI-02-2015-0014&partnerID=40&md5=0219a584afff4e07a0d218eb41e4256b"
