Author(s) ID,Link
"57192432442;57192422898;55643698500;35975659100;57191583455;57194944331;35104637900;57201843119;57192424583;7003879907;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006355691&doi=10.1007%2f978-3-319-50478-0_13&partnerID=40&md5=e87cd3743e0a53b5490bdecf4b38388d"
