Author(s) ID,Link
"6506010316;57202507902;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056712608&doi=10.1088%2f1361-6463%2faae6b4&partnerID=40&md5=9976c80b470e23093aac3de55ebdf535"
"6506010316;57202507902;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065996238&doi=10.1109%2fLMAG.2019.2912964&partnerID=40&md5=d02f0b63593965308be92862abacf075"
"57190686570;6701577512;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055860820&doi=10.1016%2fbs.hmm.2018.08.002&partnerID=40&md5=3537a3c5d5043a16a0bfd62cb7a6ba51"
