Authors,Link
"Abramowicz-Gerigk T., Burciu Z.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078752355&doi=10.2478%2fpomr-2019-0078&partnerID=40&md5=4409e3ed1ff2cbed35f0c956980d838e"
"Gawron B., Białecki T., Janicka A., Suchocki T.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081738147&doi=10.3390%2fen13051277&partnerID=40&md5=8b5f5f429ac1eea45570ddfecc29dbce"
"Gawron B., Białecki T., Janicka A., Zawiślak M., Górniak A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068171772&doi=10.1108%2fAEAT-11-2018-0277&partnerID=40&md5=7731d16fd47aec76e62ba8e7df9eccbf"
"Warimani M., Azami M.H., Savill M., Li Y.-G., Khan S.A., Ismail A.F.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075249959&doi=10.1088%2f1757-899X%2f642%2f1%2f012008&partnerID=40&md5=2433b8ae65544064ad8bbc259ab02b3f"
"Sajedi H., Mahdi M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061927225&doi=10.1177%2f0954406219830136&partnerID=40&md5=3cf0dbbb0664e74e70bca664526b605f"
"Janicka A., Zawiślak M., Górniak A., Michniewicz D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063303105&doi=10.1007%2f978-3-030-04975-1_35&partnerID=40&md5=775fac9f47e88d498713583267587565"
"Czmochowski J., Moczko P., Olejnik M., Pietrusiak D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063251850&doi=10.1007%2f978-3-030-04975-1_14&partnerID=40&md5=ad12e3b7f0825c53db671fa94b82b282"
"Sano M., Yasukawa H., Okuda A., Hamaguchi T.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032498528&doi=10.1007%2fs00773-017-0485-3&partnerID=40&md5=7ed484e7a3aac7bf79386f22d5634843"
"Paulauskas V., Paulauskas D., Placiene B., Barzdziukas R., Marciniak Z.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055446994&partnerID=40&md5=65ba5b57be56640a71e13b57c1644716"
"Kim K.-S., Kim Y.-C., Kim Y., Kim J., Van S.-H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053478918&partnerID=40&md5=3e0cf51ee50226ef69f10b417f4b43f5"
"Abramowicz-Gerigk T., Burciu Z., Jachowski J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041096149&doi=10.1515%2fpomr-2017-0132&partnerID=40&md5=192f53d4013159ae7ed2ed0b33f72db5"
"Naseer M.R., Uddin E., Rana K., Zahir S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029782931&doi=10.1109%2fIBCAST.2017.7868108&partnerID=40&md5=544f02e3f8df32d78187cbbcee8440da"
"Keska A., Janicka A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039045818&doi=10.5604%2f01.3001.0010.7007&partnerID=40&md5=550c5882bd6607b9125d6d5d47deae34"
"Paulauskas V., Paulauskas D., Placiene B., Jonkus M., Kaulitsky A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045270993&partnerID=40&md5=940ef6467a14ad86449bb6723706da06"
"Alimirzazadeh S., Roshan S.Z., Seif M.S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978245837&doi=10.1007%2fs40430-015-0353-1&partnerID=40&md5=4b6e266015dfd22861a7f0b5f4dca2ec"
"Hong J.P., Cho S.-K., Kim Y.H., Song H.D., Jung D.H., Hwang S.C., Sung H.-G.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987909188&partnerID=40&md5=e61cfe3583faf1539b2452136fa5e2b3"
"Liu J., Hekkenberg R., Rotteveel E., Hopman H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938602584&doi=10.1016%2fj.oceaneng.2015.07.021&partnerID=40&md5=fedc781fc297e2442cafd368b549fc32"
"Bagheri M.R., Mehdigholi H., Seif M.S., Yaakob O.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958524157&partnerID=40&md5=21d0ff74c414895a84e37c7555c293fa"
"Bagheri M.R., Seif M.S., Mehdigholi H., Yaakob O.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013459688&partnerID=40&md5=d80d109cc306f16f58a6ef5a8fe319e2"
"Rusiński E., Moczko P., Odyjas P., Pietrusiak D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914101844&doi=10.1016%2fj.acme.2014.04.003&partnerID=40&md5=b31553e3bde47dc95d8289c2a4704812"
"Shamsi R., Ghassemi H., Molyneux D., Liu P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923611387&doi=10.1016%2fj.oceaneng.2013.10.009&partnerID=40&md5=a460b8c49ab3deeea476f02643a20ad5"
"Shamsi R., Ghassemi H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900867654&doi=10.1177%2f1475090213481417&partnerID=40&md5=7449fe069018300b00db821fecba61f6"
"Priyanto A., Najmi M., Maimun A., Mohamed Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886237523&doi=10.4028%2fwww.scientific.net%2fAMR.787.495&partnerID=40&md5=71543cb752e093181ba65acfb01311e7"
"Premkumar P.S., Senthilkumar C., Elangovan S., Bhaskar C.S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883674591&partnerID=40&md5=a91a6dc5b90712c1abd3b0432e624eab"
"Shamsi R., Ghassemi H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879569090&doi=10.3744%2fJNAOE.2013.5.2.287&partnerID=40&md5=9a4deb3f97212565ea85ce242655f645"
"Shamsi R., Ghassemi H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884486680&doi=10.1115%2fOMAE2012-83693&partnerID=40&md5=cd3b5c4b86b5fb379153caca9d8b77c4"
"Younis G.M., Gaafary M.M., El-Kilani H., Moustafa M.M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856265553&partnerID=40&md5=3f77f6b7ce69fe7a9e309eb9c84a1941"
"Ekinci S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054713177&partnerID=40&md5=2feafa425dca873a9a00cea972f3bac8"
"Ekinci S., Çelik F., Guner M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79251622226&partnerID=40&md5=5ac47bfaa4c0e358adeb0a7f5b188bd9"
