Author(s) ID,Link
"56850456300;7102883253;56035838200;55900794000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962189634&doi=10.1364%2fAO.55.000868&partnerID=40&md5=c3fd720e625cf1faede3ecf0a054d193"
"55512167700;7102883253;56036148200;56035838200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922787735&doi=10.1117%2f12.2176039&partnerID=40&md5=4707929296f3f8ed0bd8ae8b99481a8a"
