Author(s) ID,Link
"56347899300;56347758100;57210563407;57205024018;57216627837;57216628205;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084111847&doi=10.1051%2fe3sconf%2f202015704022&partnerID=40&md5=eb4b0ceb7f0f27e3a09636d049d152c6"
