Author(s) ID,Link
"55210276000;6701552539;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862514517&doi=10.2478%2fv10171-012-0021-3&partnerID=40&md5=d03b541ca6e49f5e95ce93ebad5d84c2"
"6701552539;35786907400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860418929&partnerID=40&md5=2a5f1d3a21cb8b8f0de1b8ef3d1a3c1c"
