Author(s) ID,Link
"57195536027;57211937065;55064066800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075483834&doi=10.1080%2f02286203.2019.1692299&partnerID=40&md5=0f1df95743cb1cad3d5aae8ab6f84f50"
"57195642311;37066364100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059506170&doi=10.1049%2fhve.2017.0131&partnerID=40&md5=f2729fed63cae09dfde1dc02d9179ad0"
"57188572939;57192578868;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961738603&doi=10.7667%2fPSPC150810&partnerID=40&md5=b022f844caf95dc48024b85255ff265e"
"57206431162;16686308500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929250136&doi=10.1109%2fPERVASIVE.2015.7087055&partnerID=40&md5=eaf325435dd10e59709f9e1a58175d62"
"55968437800;27267508200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890460453&doi=10.1016%2fj.ijepes.2013.11.052&partnerID=40&md5=27779ff181be69a37bdb452bbb9f2052"
"35117608200;7201793559;6507363437;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82855177822&doi=10.1109%2fPES.2011.6039843&partnerID=40&md5=4062dc76cfdb4d463c7e3dabc6af7cb4"
"36646633900;24470534200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649491853&doi=10.1109%2fCIEP.2010.5598905&partnerID=40&md5=24a6a97f885df20cbb1308561bbae295"
