Author(s) ID,Link
"57204663971;57204678647;57195972928;57204672462;7402678415;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056645415&doi=10.5370%2fKIEE.2018.67.11.1423&partnerID=40&md5=9adfd1d1e028880d6ee8d00c4ab5feb4"
