Author(s) ID,Link
"57200494669;12240800100;57188741594;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067240514&doi=10.1145%2f3314205&partnerID=40&md5=69fb759ad188215095242f29c4e86835"
"57216003644;6504126022;57214314293;57216521882;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083759852&doi=10.1093%2fiwc%2fiwz026&partnerID=40&md5=af155009598d777162acb9531c938ca5"
"57211668415;57211668544;57207487592;56000183100;56327610300;55063126200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074786865&doi=10.1080%2f10447318.2019.1680922&partnerID=40&md5=7eb2b2d9730798cb673cadd00e32123c"
"55733871500;57213400149;57192258237;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076430417&doi=10.1080%2f10447318.2019.1700644&partnerID=40&md5=8beb738451f8b7d2f9d06f72aa2d7d6c"
"57199728891;57208384931;55845860900;57199750919;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038399823&doi=10.1080%2f10447318.2017.1388099&partnerID=40&md5=14e04c345a98dbaf10d25ef76fbd2220"
"7406379959;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044620959&doi=10.1080%2f10447318.2018.1455307&partnerID=40&md5=522fd37f76a7c5e564cf7860c343ce6d"
"57189580045;6603466613;57200203048;36705567400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041427417&doi=10.1007%2fs10916-018-0905-x&partnerID=40&md5=f91128a65d9abee7adb241ea991340e5"
"7004156145;57194029297;24330850100;6506210525;55581977500;7005448746;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072752838&partnerID=40&md5=d90964ae6bd4460d177b6f07fd8061e2"
"57190394494;57214011371;56964923200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040161426&partnerID=40&md5=273319dcb995f596ad5ae1988017bc2f"
"56763298400;56212649500;57196190754;57196193753;57196040317;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032193403&partnerID=40&md5=89e012305065c82d919bf94a8c08fc68"
"35345469600;34879840500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962527727&doi=10.1016%2fj.ergon.2016.02.002&partnerID=40&md5=14fcd6b1924c9acf24ddf32d94d38753"
"56964923200;56965055300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947340741&doi=10.1007%2f978-3-319-21006-3_40&partnerID=40&md5=117732c5a4ba3cf95f0918af7431d289"
"56964923200;56965055300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962606638&partnerID=40&md5=ea25602a2f10479830dba54ebb1736a7"
