Authors,Link
"Sevda B.T., Ayfer D.C., Turgay O.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083040614&doi=10.1016%2fj.jobe.2020.101407&partnerID=40&md5=34fbebb9ef39c727fbe642398d53d8d4"
"Wang T., Wu K., Kan L., Wu M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081007593&doi=10.1016%2fj.conbuildmat.2020.118539&partnerID=40&md5=f62e912b74480bc32e2c4a0ec148f75a"
"Liu H., Zhang X., Quan L., Zhang H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072608786&doi=10.1016%2fj.jclepro.2019.118355&partnerID=40&md5=64f74ed82cbe27fd6efeedd11ca526e0"
"Yingbo J., Yanyao L., Yan L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077241936&doi=10.1088%2f1755-1315%2f371%2f3%2f032004&partnerID=40&md5=f0b0af00eed93b1c62b753c409185a78"
"Wilczyński K., Nastaj A., Lewandowski A., Wilczyński K.J., Buziak K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079088703&doi=10.3390%2fpolym11122106&partnerID=40&md5=6bd4ef8ff8148066b117c25cfa07160b"
"Liao Q., Zhou C., Lu Y., Wu X., Chen F., Lou Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073348774&doi=10.3390%2fpolym11101591&partnerID=40&md5=0ac05eaabfb9c34a3bcf0dc27be087c4"
"Ma S., Shibata K., Yokoi H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057727801&doi=10.1002%2fpen.25023&partnerID=40&md5=8a43859ac2f9ff480b655c59b8b79d94"
"Wilczyński K., Narowski P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065914230&doi=10.3390%2fpolym11040639&partnerID=40&md5=c780647c35b2c330c50ea2395a102f8a"
"Sterzyński T., Bula K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070206037&doi=10.14314%2fpolimery.2019.9.1&partnerID=40&md5=37055c4ab8209003f3094cb5e457135d"
"Iwko J., Steller R., Wróblewski R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052620239&doi=10.3390%2fpolym10090968&partnerID=40&md5=0b8ec2f4b9de9d3f2c8d8ea580cb58c4"
"Lu Z., He X., Zhou Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029431653&doi=10.1080%2f15732479.2017.1373133&partnerID=40&md5=2967f57e3e359d5c3e65e84dd274aa95"
"Sykutera D., Szewczykowski P., Roch M., Wajer Ł., Grabowski M., Bieliński M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056140809&doi=10.14314%2fpolimery.2018.11.1&partnerID=40&md5=9281ab978bef8f46efebc43c5475d801"
"Lewandowski A., Wilczyński K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046906244&doi=10.14314%2fpolimery.2018.6.5&partnerID=40&md5=a848b07703c8456f29707822e1247d0a"
"Wróblewski R., Ignatowicz R., Gierczak J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029179222&doi=10.1016%2fj.proeng.2017.06.191&partnerID=40&md5=729fd017db1cbee4ac78434f4f4b5402"
"Muszyński Z.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946574822&partnerID=40&md5=210261ef2bbf77fe8e615da1104448de"
