Author(s) ID,Link
"57208387042;57208409685;57196009445;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064707548&doi=10.1109%2fECACE.2019.8679208&partnerID=40&md5=65c983616ab994707e7420ab41d588b0"
