Author(s) ID,Link
"57192957455;6701421063;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084042901&doi=10.1016%2fj.ijmecsci.2020.105667&partnerID=40&md5=4c3d0ec8fffce78c3bfe5ea0e45dd21a"
"57203946349;56013194900;6701451043;15057449800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076468761&doi=10.1016%2fj.mechmat.2019.103271&partnerID=40&md5=a71121e84dac25ad012fd5208b9fcd72"
"57212048758;57212048759;57212048655;57208443258;55660329600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075810643&doi=10.1016%2fj.jcis.2019.11.043&partnerID=40&md5=017994246f410ee5af9c9c28915ee001"
"36337580000;57198502485;8340422900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078410172&doi=10.1016%2fj.jmapro.2020.01.023&partnerID=40&md5=a3b352562cee4ee1a1e59e0d40bf49b4"
"57212270991;15769514800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076354004&doi=10.1016%2fj.tws.2019.106524&partnerID=40&md5=d4910fcaae886fb5c67d8a81bf3d416e"
"56970466800;36773972100;24334944400;55258378700;57207962244;57194714693;57212412333;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076634298&doi=10.1016%2fj.jmapro.2019.12.012&partnerID=40&md5=9faca453a7f28fdccaced778cdb7f271"
"57203682414;57193360716;7403430763;14021997000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078946770&doi=10.3390%2fma13010066&partnerID=40&md5=9b9a8e2ff820e2f9b54a1ddbcb5fce1e"
"56113002200;56736789200;55598057300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083013538&doi=10.1007%2f978-3-030-24247-3_15&partnerID=40&md5=190195f37c00aaac6658d42ed45a0f0f"
"57200796708;55213292300;23041656700;7004396917;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079603058&doi=10.1007%2f978-3-030-36408-3_35&partnerID=40&md5=bc142a6d5480bbc1e891cc816b3b4b4c"
"12795171000;6506850455;55212341500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082656497&doi=10.24425%2fafe.2020.131282&partnerID=40&md5=aa01fdd565338d48e94a98a4cb786ede"
"56835111100;57213153980;27169962300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077523667&doi=10.1007%2fs11665-019-04545-7&partnerID=40&md5=0fb48a0494eabfbc57982e174ead4646"
"23100578700;43461846900;55968268400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080043515&doi=10.3390%2fen13040991&partnerID=40&md5=9f62b6bc37e42c4acea84d940a7d11a3"
"57195110102;48661807600;35305955300;56660491700;56955740800;6603356124;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072182369&doi=10.1016%2fj.tws.2019.106385&partnerID=40&md5=01b8702d8c2b8fa55f60859093101a86"
"57200520672;25637859600;8723985300;35569930700;6508155421;24921484000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079092802&doi=10.3390%2fpolym11122118&partnerID=40&md5=960674bc47254c65319af0ff495c5166"
"36773972100;56970466800;57207962244;55258378700;24334944400;11040036300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067783853&doi=10.1016%2fj.jallcom.2019.05.342&partnerID=40&md5=df90f581260c61ad8f794a1b397ccc05"
"56037394800;55968268400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071282079&doi=10.3390%2fs19163507&partnerID=40&md5=506775d8fee8a2c003658e8fa0ad6883"
"57195110102;48661807600;6603356124;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064759602&doi=10.1016%2fj.matdes.2019.107802&partnerID=40&md5=909c9102adf746d77090d6562ccc3a31"
"56606964900;57016867500;8085656100;25928003000;24491924500;55338961700;57209821489;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068848607&doi=10.3390%2fapp9132702&partnerID=40&md5=3d021561fcf2085ee125cd9ac7336e08"
"16303477500;6603025050;57210725954;57206315381;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071308038&doi=10.1520%2fJTE20180807&partnerID=40&md5=f30b8b6062b3d51f003b4b3ce4e58775"
"55886417900;57191750047;14035054100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057816557&doi=10.1016%2fj.wear.2018.11.031&partnerID=40&md5=a6e13fef734c0b32cb125e3b17031ffc"
"36706283900;8953679400;24576547700;56027926300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057730976&doi=10.1007%2fs00170-018-3076-5&partnerID=40&md5=d869ed848541328c3970b7f6967f9bb1"
