Author(s) ID,Link
"56364606900;8345216300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063689559&doi=10.1080%2f14733315.2019.1592333&partnerID=40&md5=dbf67f5032fd4c72795d4e389b053c4a"
"36489268900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068141473&doi=10.1051%2fe3sconf%2f201910103002&partnerID=40&md5=da7e60193f356033d28d82727e580d16"
"57203268069;36600867200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067252574&doi=10.1051%2fe3sconf%2f201910000085&partnerID=40&md5=8a686b4fc91cec472eff927d92c0a878"
"57212138590;25633663300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075990426&partnerID=40&md5=c00dd8d028e1a805f8690d2a6515ef4d"
"57203836126;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053168054&doi=10.1051%2fe3sconf%2f20184900133&partnerID=40&md5=851bb7b233db2f02ee3099e52e85e63a"
"36489268900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053159313&doi=10.1051%2fe3sconf%2f20184900032&partnerID=40&md5=3deafaff0d2ff00e70a064724880a306"
"56364606900;57203262555;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054091815&doi=10.1016%2fj.egypro.2018.07.038&partnerID=40&md5=868858dabeeb887bd1c9044f2cb7c05a"
"24069593400;24068995800;55322784800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937916119&doi=10.1016%2fj.rser.2015.04.005&partnerID=40&md5=94a8625e4246f23e2dcaae60ce300427"
