Author(s) ID,Link
"24824184600;57204808378;12144225600;6603758154;55359749600;57211467970;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074109854&doi=10.5755%2fj01.eie.25.5.24355&partnerID=40&md5=a45cb19b94643c4d2e21debc548f56aa"
