Author(s) ID,Link
"6603518033;22034628800;7004155017;22036219400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957963394&doi=10.2478%2fv10026-008-0015-5&partnerID=40&md5=acb1a4f70ac29ae5ac16f203a142ee72"
"22034628800;22036219400;6603518033;7004155017;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36348961346&doi=10.1002%2fceat.200700229&partnerID=40&md5=cd7a08890f2d10babb9c94f5e305b56a"
