Author(s) ID,Link
"7404984708;22837268300;36571187500;55619300522;7410255663;57131644000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950187816&doi=10.1109%2fTPWRD.2009.2037231&partnerID=40&md5=8527a56d229866839c20b63f13ab29df"
"35501128100;7004453056;7005379679;57201607978;57190072568;14120242300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028196198&doi=10.1109%2f61.277712&partnerID=40&md5=9393b07f615b7c8bbb782e7e7b495ff7"
