Author(s) ID,Link
"6508163442;26656290800;57204555275;57200225446;57204543534;6602253202;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056140809&doi=10.14314%2fpolimery.2018.11.1&partnerID=40&md5=9281ab978bef8f46efebc43c5475d801"
