Author(s) ID,Link
"57192403213;26634632400;55612552400;57193005742;39062498100;35172258300;39061232100;39061368900;36875157100;57209357581;55480226300;7401566594;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067539940&doi=10.3389%2ffcimb.2019.00173&partnerID=40&md5=77b31d24ec3749bed120f598434e8fe2"
"26423995300;57191515613;57204593280;7004493695;6603229798;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069439588&doi=10.3389%2ffmicb.2019.01605&partnerID=40&md5=bcfb61789426ed72a9b358f4008af769"
"26435518400;57202921055;56471853700;57203929895;7004187957;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072575638&doi=10.1128%2fAAC.00739-19&partnerID=40&md5=34b41ef242dfb255b65170840c809964"
