Author(s) ID,Link
"24828526500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3342976010&doi=10.1007%2fBF02877593&partnerID=40&md5=4284acadc668ae14fcda1ed1c25dd902"
