Authors,Link
"Kin M., Brachmański S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079097603&doi=10.24425%2fijet.2020.131855&partnerID=40&md5=663cd4055b4b20dff9b795a1fb87cb60"
"Debita G., Falkowski-Gilski P., Habrych M., Miedzinski B., Wandzio J., Jedlikowski P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074109854&doi=10.5755%2fj01.eie.25.5.24355&partnerID=40&md5=a45cb19b94643c4d2e21debc548f56aa"
"Falkowski-Gilski P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060449978&doi=10.23919%2fSPA.2018.8563288&partnerID=40&md5=4d6db58e8404625e9b61c9cdca630f33"
"Brachmański S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057245006&doi=10.1109%2fACOUSTICS.2018.8502335&partnerID=40&md5=11213be9a9f3227a28f08eea2badaba3"
"Prodeus A., Bukhta K., Morozko P., Serhiienko O., Kotvytskyi I., Shherbenko I.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055839102&doi=10.1109%2fELNANO.2018.8477568&partnerID=40&md5=ae2cb5649a0d0a963af44d788c43cc03"
"Brachmanski S., Kin M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050035832&partnerID=40&md5=2c59f37c5fb2913ab522d4d7094d230d"
"Kocinski J., Ozimek E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031030513&doi=10.1515%2faoa-2017-0040&partnerID=40&md5=6c2f91fb7167bf162756a65dbf37d51c"
"Gilski P., Stefański J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016335992&doi=10.1515%2faoa-2017-0001&partnerID=40&md5=3e835e4765cb49255a53ca6230c02ef9"
"Kapala K., Krawczyk D., Brachmanski S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069161922&doi=10.25046%2faj0203205&partnerID=40&md5=33c9df7e79d2b16b99f357b0b472827b"
"Kociński J., Ozimek E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974605202&doi=10.1515%2faoa-2016-0025&partnerID=40&md5=cac8abac9d21b93c0f2b11b0588521f0"
"Brachmanski S., Kin M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883393468&partnerID=40&md5=57a8d388b7eb170c4c5fbcf742bf935b"
"Passero C., Zannin P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864148521&doi=10.2478%2fv10168-012-0031-6&partnerID=40&md5=590898747936306e283d4125abc737fd"
"Brachmański S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51949114783&partnerID=40&md5=603f8a7fdc88b39b199c1683164ed635"
"Brachmańsk S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-10644227006&partnerID=40&md5=05c52e1e61de9aa15373f7659f200850"
