Author(s) ID,Link
"7004445434;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024064125&doi=10.1007%2fBF00723781&partnerID=40&md5=41a013728279f2772a9ebd80860ada39"
"7004445434;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024050659&doi=10.1007%2fBF00722106&partnerID=40&md5=5520f16a8ce9bf4d79c724798ec901e9"
