Author(s) ID,Link
"57203257244;7103279655;6603823567;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081269227&doi=10.1016%2fj.tet.2020.130982&partnerID=40&md5=7b20ad9b7361bf629907fab2a1350177"
"57199145824;56258890700;57201784209;23103813000;56258925300;23983172700;7005968446;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079172843&doi=10.1016%2fj.jphotochem.2020.112405&partnerID=40&md5=24fdf045088e5617bee226fc2851308e"
"56331345400;57204936913;55574219789;36546883200;55628543086;55490143900;7005930916;57214315617;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080957395&doi=10.1002%2fadom.201902158&partnerID=40&md5=a4db6c0aa515fd1bbee93984fd9380e1"
"9846858600;57210341581;57201363730;22944502300;57212651183;55485385600;26535124100;7003930990;7006833452;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070402414&doi=10.3390%2fnano9081093&partnerID=40&md5=cdd99c73f1d678d00c7e6966049d6f53"
"57201363730;57210562267;22944502300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070872873&doi=10.1039%2fc9cp03759d&partnerID=40&md5=63c43b24bb1ace80e94b8b39cfaa6e9d"
"57201363730;15072889800;22944502300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060822171&doi=10.1039%2fc8cp06969g&partnerID=40&md5=1ba1c4d95e1b6b6d957807bdd0d8553c"
"57204936913;56978450600;57203835160;35407580000;55628543086;36546883200;57204935775;56331345400;55490143900;7201751688;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073242367&doi=10.1021%2facs.langmuir.9b02272&partnerID=40&md5=5bc47f4786ba0ffc5d4dcab99aa2436d"
