Author(s) ID,Link
"7003352725;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051019345&doi=10.1016%2fj.jsm.2017.06.004&partnerID=40&md5=c70d07dd27cdffb0ad991d081901500b"
