Author(s) ID,Link
"6603170488;6602639672;56545764400;7005664824;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924533798&doi=10.4028%2fwww.scientific.net%2fSSP.227.233&partnerID=40&md5=97f2d05d3092d9674888bfd5234aa7c0"
