Authors,Link
"Barbosa F., De Sousa A., Agra A., Walkowiak K., Goscien R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078850984&doi=10.1109%2fRNDM48015.2019.8949141&partnerID=40&md5=2f4348c411caf82f461dc0f2723a3ee2"
"Rak J., Marzo J.L., Solé-Pareta J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060758719&doi=10.1016%2fj.osn.2019.01.001&partnerID=40&md5=7e2655d2990dd16a18fd7072af2c6f07"
"Chmaj G., Selvaraj H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063155660&doi=10.1109%2fICSENG.2018.8638190&partnerID=40&md5=5faaf5a8fa4ee859dad93f3915d4a8c3"
"Chernov I.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059911172&doi=10.1007%2f978-3-030-05807-4_51&partnerID=40&md5=091f42f31385e1b0bdc85a0f04602464"
"Miyagawa Y., Watanabe Y., Shigeno M., Ishii K., Takefusa A., Yoshise A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055894150&doi=10.1016%2fj.osn.2018.10.008&partnerID=40&md5=38ff6d622ca1710d66e913c59dced387"
"Goścień R., Kucharzak M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055882003&doi=10.1016%2fj.osn.2018.10.010&partnerID=40&md5=acbe82c9dc6dc92c81d86009b73281b7"
"Ivashko E., Nikitina N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076860105&doi=10.1007%2f978-3-030-36592-9_60&partnerID=40&md5=97634947fd7a256afc8dd04c2d0ad864"
"Ivashko E., Chernov I., Nikitina N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049080710&doi=10.1109%2fTPDS.2018.2850004&partnerID=40&md5=2f80558e043acb5b9b3b51513082e84d"
"Goscien R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040510106&doi=10.1109%2fRNDM.2017.8093031&partnerID=40&md5=1ec6fc22374bbebdc9f66afb9ec2be2a"
"Goścień R., Walkowiak K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030567172&doi=10.1515%2famcs-2017-0042&partnerID=40&md5=b682fde8ee7a49bb920f1fcc450955cc"
"Vasiliu L., Pop F., Negru C., Mocanu M., Cristea V., Kolodziej J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024890374&doi=10.1515%2famcs-2017-0027&partnerID=40&md5=941cc6700466a6123c19b3e7fe85e0d7"
"Afsharlar P., Deylamsalehi A., Vokkarane V.M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017378299&doi=10.1109%2fANTS.2016.7947873&partnerID=40&md5=2f8d95802b7be4de1062e27b1cebc688"
"Khan F.N., Govil K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018256078&doi=10.1109%2fSYSMART.2016.7894523&partnerID=40&md5=bc399b69996a58848e7b08d4ec3a655b"
"Chernov I., Nikitina N., Ivashko E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040315022&doi=10.1515%2feng-2017-0038&partnerID=40&md5=9e430a8077fd4cdeb64dd0c6267ede63"
"Li S., Sun W., E C.-G., Shi L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990216929&doi=10.1515%2famcs-2016-0049&partnerID=40&md5=45be031bae1b30c7153ec626776a2b53"
"Sluijs N., Wauters T., Develder C., De Turck F., Demeester P., Dhoedt B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922735041&doi=10.1002%2fdac.2919&partnerID=40&md5=b6443c7bb21772f709d61e7a55fead55"
"Muneer S., Eriksson M., Shahzad K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964603310&doi=10.1109%2fFIT.2015.50&partnerID=40&md5=28dd123c6fceabdeae2a9f5c8047b07e"
"Walkowiak K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028977577&doi=10.1007%2f978-3-319-30309-3_4&partnerID=40&md5=eac765c6b338b0712c0e75374ce33abe"
"Kucharzak M., Walkowiak K., Kopec P., Bulira D., Kasprzak A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955200970&doi=10.1002%2fnet.21635&partnerID=40&md5=c759c985e3f338a2f7b41e54a27830ce"
"Marszałek Z., Woźniak M., Borowik G., Wazirali R., Napoli C., Pappalardo G., Tramontana E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959317853&doi=10.1109%2fAPCASE.2015.24&partnerID=40&md5=8bab0456857b40b5f68ca4720f3814ed"
"Babich F., Comisso M., Corrado R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940399191&doi=10.1109%2fVTCSpring.2015.7145840&partnerID=40&md5=e7f4c8e3643a4fe5db32c642a91d6541"
"Gu Y., Zydek D., Jin Z.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906569382&doi=10.1007%2f978-3-319-08422-0_41&partnerID=40&md5=cede9693b8945790b8d303397d8e605d"
"Daoud L., Zydek D., Selvaraj H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906568783&doi=10.1007%2f978-3-319-08422-0_129&partnerID=40&md5=eeb6bf1d170db9ff6c8a6036e0792247"
"Kucharzak M., Walkowiak K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902212395&doi=10.1007%2fs11235-013-9823-x&partnerID=40&md5=c9f90a1fd2659292aa9431484ddb87af"
"Yao R., Wang W., Shin S., Son S.H., Jeon S.I.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896475209&doi=10.1155%2f2014%2f869514&partnerID=40&md5=e9aa84abd6587ddd2d582e0454e7cc29"
"Zydek D., Chmaj G., Chiu S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907590663&doi=10.1007%2fs11227-013-0932-9&partnerID=40&md5=368597af5af620919d1b2fbbf3cf963c"
